annee;numAgglomeration;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationAgglomeration
2012;68501;2;18;3710;1;32540;650943;3977988,45;9,884050392;1;6;1252;7838;86032;394492,75;5,289469202;3269
2013;68501;2;17;3625;1;31606;605206;3701921,35;9,21232369;1;5;1167;7070;85849;405912,2;5,183705164;11862
2014;68501;2;17;3625;1;30518;641250;4050340,55;9,899528852;1;5;1167;5829;79912;382109,55;5,329918429;152164
2015;68501;2;16;3488;1;30471;622927;4118580,95;9,650545785;1;4;1030;6010;85684;412634,65;5,533597859;58742
2016;68501;2;16;3488;1;30266;617064;4109126,62;9,648571972;1;4;1030;5910;92485;475098,8;6,08976385;58742
2017;68501;2;16;3488;1;30333;599303;4122495,35;9,351468819;1;4;1030;5972;81877;413636,1;5,339049917;904359
2018;68501;2;16;3488;1;27193;533543;3678853,68;9,552160619;1;4;1030;2952;38606;199518,3;5,092756877;8426
2019;68501;1;12;2458;1;24333;543356;3933711,71;11,1177906;;;;;;;;44863
2020;68501;1;12;2366;1;12328;155195;1101866,48;6,457606032;1;12;2366;12328;155195;1101866,48;6,457606032;11804
2010;60502;2;15;3345;1;19211;491632;3624452,12;11,54300923;1;6;1323;3474;34446;194838,92;4,502415509;355543
2011;60502;2;15;3345;1;18562;514017;3739241,8;12,43312578;1;6;1323;3131;35172;212787;5,082945426;66763
2012;60502;1;9;2022;1;15527;463034;3371117,6;13,4623257;;;;;;;;66763
2013;60502;1;9;2022;1;15488;409060;2923818,7;11,84654459;;;;;;;;10706072
2014;60502;1;14;2525;1;16432;447797;3071508,5;12,47087997;1;14;2525;16432;447797;3071508,5;12,47087997;13617
2015;60502;1;14;2525;1;24637;486539;3384974,2;11,14490583;1;14;2525;24637;486539;3384974,2;11,14490583;2902
2016;60502;1;14;2525;1;24449;510294;3520540,2;11,74222307;1;14;2525;24449;510294;3520540,2;11,74222307;10706072
2017;60502;2;15;2686;1;24006;523248;3621250;12,87957667;1;14;2466;23947;520692;3613018;12,85774185;6107
2018;60502;2;15;2686;1;25328;485122;3460517,6;11,00936128;1;14;2466;25252;481587;3449980,1;10,97076586;6107
2019;60502;2;15;2686;1;25190;506358;3579143;11,62677972;1;14;2466;25110;502282;3567080,5;11,5799858;5815
2020;60502;2;15;2686;1;11852;138091;959607,7;6,654814766;1;14;2466;11820;136963;956222,7;6,622924216;200530
2010;60601;2;15;4199;1;21434;699101;5270492,94;13,39087449;;;;;;;;7035
2011;60601;2;15;4199;1;23548;742303;5449774,24;12,80816337;;;;;;;;14541106
2012;60601;2;15;4199;1;24500;704827;5230801,64;11,82237198;;;;;;;;11074
2013;60601;2;15;4199;1;23902;671580;4999199,57;11,56774879;;;;;;;;330871
2014;60601;2;15;4199;1;23846;722938;5319928;12,32809319;;;;;;;;2287
2015;60601;2;15;4199;1;23630;680204;5033666,15;11,71461963;;;;;;;;130502
2016;60601;2;15;4199;1;23944;653819;4786892,08;11,12843247;;;;;;;;5066
2017;60601;2;15;4199;1;24384;620069;4603734,32;10,30444074;;;;;;;;198639
2018;60601;2;15;4199;1;24730;602046;4670383,57;9,836311449;;;;;;;;943354
2019;60601;2;15;4199;1;24357;612825;4811339,1;10,22339918;;;;;;;;943354
2020;60601;2;15;4199;1;12086;166081;1253826,36;5,553994953;;;;;;;;14541106
2010;21701;6;41;6888;2;69144;1413690;8634727,4;12,20205229;2;8;1215;14029;193743;825942,8;9,258703496;1639558
2011;21701;6;40;6794;2;66677;1395670;8558534,6;12,16623;2;8;1215;14032;197418;867095,9;9,329684975;47459
2012;21701;5;36;6301;2;62406;1310349;8213509,24;12,1311942;2;8;1215;12009;149776;702064,4;8,135909937;943354
2013;21701;5;36;6301;2;64723;1297390;8096891,55;11,64624444;2;8;1215;14719;174653;829195,2;7,901649342;943354
2014;21701;5;36;6301;2;66832;1400085;8570796,95;12,15570196;2;8;1215;16195;180714;854909,7;7,414144945;943354
2015;21701;5;36;6301;2;66322;1365870;8516396,75;12,00457518;2;8;1215;15902;171458;826117,45;7,152887346;943354
2016;21701;5;36;6301;2;64400;1359216;8704111,6;12,26588871;2;8;1215;14827;191259;938366,85;8,536377988;48527
2017;21701;5;36;6301;2;64112;1358909;8725658,6;12,31387942;2;8;1215;14884;173481;875025;7,747516727;9131
2018;21701;5;36;6301;2;64223;1307824;8460386,65;11,85453113;2;8;1215;14860;161185;831730,1;7,179464109;14541106
2019;21701;5;36;6301;2;58906;1330865;8697668,2;13,06159643;2;8;1215;10804;131032;676613;8,28248644;948433
2020;21701;4;30;5419;2;24544;375167;2430657,01;8,704807068;1;3;403;2920;45896;230545,5;11,61794636;56432
2010;756;8;42;9032;3;60911;1479917;9418430,71;11,63568727;1;1;123;761;17373;63769,9;18,56030255;14541106
2011;756;8;42;9032;3;62748;1629640;10241207,18;12,36755445;1;1;123;767;17569;66249,6;18,62286811;10706072
2012;756;8;42;9032;3;64163;1548941;9867442,08;11,53033897;1;1;123;729;16937;64007,6;18,88877737;5757
2013;756;8;42;9032;3;60248;1362183;8587363,5;10,79849707;1;1;123;780;19594;71539,4;20,42318115;27389
2014;756;8;42;9032;3;64229;1605308;9964646,85;11,8457284;1;1;123;760;20598;78971;22,03465982;74911
2015;756;8;42;9032;3;63728;1659141;10491979,55;12,36706903;1;1;123;787;19494;72298,8;20,13822171;74911
2016;756;8;42;9032;3;64301;1726376;10946584,89;12,80604302;1;1;123;811;21219;80196,7;21,27154071;11840
2017;756;8;42;9032;3;64206;1703556;10929154,03;12,69819452;1;1;123;632;16413;60948,6;21,11376968;14541106
2018;756;8;42;9032;3;65670;1706950;11102983,06;12,40997777;1;1;123;786;21194;84226,7;21,92225739;37349
2019;756;8;42;9026;3;65676;1699582;11074630,46;12,36314182;1;1;117;790;22025;88329,3;23,82884345;330871
2020;756;8;42;9026;3;32545;497299;3199772,98;7,248009818;1;1;117;421;9470;39246,65;19,22569381;3036
2010;83501;1;5;852;;5387;149952;827945,9;15,82436508;1;5;852;5387;149952;827945,9;15,82436508;7439
2011;83501;1;5;852;;5973;139913;791209,4;13,13357264;1;5;852;5973;139913;791209,4;13,13357264;16558
2012;83501;1;5;852;;9352;132614;835307;8,227762105;1;5;852;9352;132614;835307;8,227762105;14541106
2013;83501;1;5;852;;9522;124372;802997;7,571945107;1;5;852;9522;124372;802997;7,571945107;1585498
2014;83501;2;12;2140;;14680;241286;1637419,3;8,773640752;;;;;;;;7221
2015;83501;2;9;1752;;15090;285996;2001148,8;10,26781419;1;2;464;604;3908;21454;2,786810428;40693
2016;83501;1;7;1288;;14548;300564;2081489,04;11,37819033;;;;;;;;5385
2017;83501;1;7;1288;;14425;292609;2055683,63;11,14896749;;;;;;;;23370
2018;83501;1;7;1288;;14503;283176;1982204,85;10,71570476;;;;;;;;10706072
2019;83501;1;7;1288;;14575;296592;2080991,47;11,28028187;;;;;;;;21492
2020;83501;1;7;1288;;6670;70252;487591,44;5,732334915;;;;;;;;83311
2010;59602;5;21;4577;1;23145;632727;3857333,4;12,50452818;2;4;825;3856;67679;284058,1;8,158450836;4019
2011;59602;5;21;4577;1;23899;700009;4341264,5;13,66968795;2;4;825;3896;74028;314594;8,833068044;10706072
2012;59602;5;21;4577;1;27855;647877;4092764,75;10,93698644;2;4;825;3873;68056;286158,2;8,18781837;5826
2013;59602;5;21;4577;1;30280;587150;3570849,8;9,125002195;2;4;825;4078;67071;281154;7,681594798;4082
2014;59602;5;21;4577;1;28954;639021;3943063,6;10,41031079;2;4;825;4203;75323;320854,2;8,344272846;12197
2015;59602;5;21;4577;1;29992;651626;4023570,9;10,21844425;1;2;456;3084;48124;203736,1;6,840303837;504537
2016;59602;5;21;4577;1;30518;673162;4105725,4;10,37803014;1;2;456;3240;56302;247621,6;7,618838838;9110
2017;59602;5;21;4577;1;29856;695686;4294755,9;11,03728096;1;2;456;3297;58460;250313,3;7,777742299;5524
2018;59602;5;21;4129;1;30797;683908;4174290,95;11,75765722;1;2;456;3285;58671;246113,1;7,836843624;120350
2019;59602;5;21;4117;1;30199;691099;4217481,1;12,14955489;2;4;825;5023;102051;440312,5;9,509818174;14541106
2020;59602;5;21;4103;1;13942;222037;1319345,5;8,065321121;2;4;825;2731;40193;176592,5;6,894144445;14541106
2010;88501;1;6;1009;;7229;256459;1550173;21,30327084;1;6;1009;7229;256459;1550173;21,30327084;14541106
2011;88501;1;8;1600;1;7583;282251;1765009,7;16,25208872;1;8;1600;7583;282251;1765009,7;16,25208872;49854
2012;88501;1;8;1600;1;10131;352539;2366772,3;17,76553897;1;8;1600;10131;352539;2366772,3;17,76553897;6474
2013;88501;1;8;1600;1;10462;357985;2383698,7;17,3066529;1;8;1600;10462;357985;2383698,7;17,3066529;37127
2014;88501;1;8;1600;1;10793;407381;2584077,7;19,0739748;1;8;1600;10793;407381;2584077,7;19,0739748;10044
2015;88501;1;8;1600;1;10833;412161;2649717,7;19,24505731;1;8;1600;10833;412161;2649717,7;19,24505731;243244
2016;88501;1;8;1600;1;10853;432217;2769890,4;20,18905593;1;8;1600;10853;432217;2769890,4;20,18905593;32364
2017;88501;1;8;1600;1;10999;444945;2841532,6;20,48899697;1;8;1600;10999;444945;2841532,6;20,48899697;5646
2018;88501;1;8;1600;1;11163;415121;2636781,1;18,81322687;1;8;1600;11163;415121;2636781,1;18,81322687;14541106
2019;88501;1;8;1600;1;11127;438992;2808820,6;19,98437639;1;8;1600;11127;438992;2808820,6;19,98437639;3869
2020;88501;1;8;1600;1;5852;133042;812997,4;11,43905125;1;8;1600;5852;133042;812997,4;11,43905125;1639558
2010;27501;1;10;2016;1;16130;552219;3809482,44;17,08961651;1;10;2016;16130;552219;3809482,44;17,08961651;4274
2011;27501;1;10;2016;1;19046;592295;4080743,04;15,4955802;1;10;2016;19046;592295;4080743,04;15,4955802;6736
2012;27501;1;10;2016;1;19546;559538;3855673,52;14,4771366;1;10;2016;19546;559538;3855673,52;14,4771366;10706072
2013;27501;1;10;2016;1;17541;504838;3535442,59;14,51410447;1;10;2016;17541;504838;3535442,59;14,51410447;30507
2014;27501;1;10;2016;1;17941;559384;3912010,53;15,65583713;1;10;2016;17941;559384;3912010,53;15,65583713;10706072
2015;27501;1;10;2395;1;17590;543458;3853154,3;13,04024312;1;10;2395;17590;543458;3853154,3;13,04024312;10706072
2016;27501;1;10;2016;1;17887;548877;3988635,34;15,42317873;1;10;2016;17887;548877;3988635,34;15,42317873;3898
2017;27501;1;10;2395;1;18879;529480;3925449,44;11,84678828;1;10;2395;18879;529480;3925449,44;11,84678828;29851
2018;27501;1;10;2395;1;19881;483359;3596469,29;10,22070043;1;10;2395;19881;483359;3596469,29;10,22070043;14541106
2019;27501;1;10;2395;1;20044;507830;3869901,29;10,71309606;1;10;2395;20044;507830;3869901,29;10,71309606;178404
2020;27501;1;10;2395;1;9083;152244;1137258,11;7,037711602;1;10;2395;9083;152244;1137258,11;7,037711602;11544
2010;83502;3;11;2257;;10962;365400;2405002,87;16,52456775;1;7;1305;7705;287257;1961103,54;17,44680903;14541106
2011;83502;3;11;2257;;13840;441252;3012105,35;17,52716549;1;7;1305;11074;397783;2764636;19,57925927;36517
2012;83502;3;11;2257;;14762;428854;2840645,78;16,29295977;1;7;1305;11316;387306;2601614,98;19,03322728;10706072
2013;83502;3;11;2257;;14989;414292;2757284,52;15,39494005;1;7;1305;11334;374221;2523788,02;18,07048736;3627
2014;83502;3;11;2257;;14883;434583;2797663;16,33601175;2;10;1807;14810;423970;2740381;16,13632506;21825
2015;83502;3;11;2257;;15217;410346;2637611,35;15,04738129;1;3;502;3890;32126;177235,25;4,965877561;95721
2016;83502;3;11;2257;;16259;420954;2719335,6;14,35655484;1;3;502;4214;39696;221361,3;5,658965232;1585498
2017;83502;3;11;2257;;16115;408481;2595818,4;14,21309217;1;3;502;4304;43008;241856,8;6,020190483;9835
2018;83502;3;11;2257;;16339;408214;2670182,2;13,98694893;1;3;502;4336;49716;276339,1;6,863921337;511598
2019;83502;3;11;2257;;16058;409089;2691841,5;14,29405025;1;3;502;4392;50460;287113,3;6,86705325;10706072
2020;83502;3;11;2257;;7361;107871;693299,34;8,038658532;1;3;502;1324;14304;79463,3;6,456446968;7975
2010;652;6;19;3859;1;24745;1018908;7767235,12;19,51196532;4;6;705;6191;167151;932850,5;20,85263891;2154
2011;652;6;19;3859;1;26316;1048635;8162259,81;18,57962235;4;6;705;6309;195561;1161033,1;23,95069288;60408
2012;652;6;19;3859;1;26958;1005442;8198899,46;17,49441817;4;6;705;6701;195373;1182366;22,44732651;2628
2013;652;6;19;3859;1;27106;971236;8003229,36;16,94057153;4;6;705;6634;192206;1159995;22,18595218;2628
2014;652;6;19;3859;1;28221;995946;7888927,2;16,58814629;4;6;705;6927;214969;1231442,6;24,04147361;14541106
2015;652;6;19;4029;1;27872;956264;7657753,5;15,80426108;4;6;875;6603;208319;1206389,3;22,22552961;7184
2016;652;6;19;3829;1;27464;946346;7692936,31;16,27798411;4;6;675;6854;230625;1385208,6;26,85086115;8231
2017;652;6;20;4513;1;28730;873622;7262568,28;13,84482679;4;6;869;6974;221724;1312769,5;22,36870778;65500
2018;652;6;20;3992;1;29650;810287;6995300,49;13,65525974;4;6;869;7113;209088;1233473,3;20,69043317;59194
2019;652;7;21;4240;1;29109;875117;7883685,16;15,20084141;4;6;869;7168;221632;1323932,1;21,94550063;237578
2020;652;7;21;4240;1;13656;252557;2146680,06;9,321025222;4;6;869;3309;67952;388890;14,56163171;26633
2010;38701;15;58;11871;2;84789;2637815;18414659,03;15,60346369;7;14;2440;15233;343949;1791265,55;15,98509262;504537
2011;38701;15;58;11871;2;90547;2639673;18091624,81;14,28918572;7;14;2440;15041;371985;1977191,86;17,45426751;34823
2012;38701;15;60;12043;2;93754;2552605;17560061,15;13,43080955;6;11;1866;13367;285866;1498503,31;15,61239943;2615
2013;38701;14;60;12011;2;95850;2538171;17606595,39;13,18091619;5;11;1834;11560;232689;1261745,82;14,71874917;12029
2014;38701;14;60;12011;2;98754;2632427;17880162,06;13,32276559;5;12;1926;17841;427937;2323296,91;16,53986811;1585498
2015;38701;14;60;12011;2;97746;2488904;17095542,57;12,76378829;7;17;2747;22098;488445;2660576,83;14,99715836;35283
2016;38701;14;60;12011;2;96110;2514782;17378774,47;13,14334338;7;17;2747;22450;552156;3040336,26;16,60276508;3951
2017;38701;14;61;12061;2;98483;2377258;16505142,29;12,092338;7;18;2797;22307;513424;2816917,79;15,76221837;14541106
2018;38701;14;61;11974;2;99959;2329158;15874353,09;11,79055562;7;18;2710;23995;528557;2869354,9;15,37388246;22306
2019;38701;13;60;11874;2;98615;2415660;16825326,63;12,44022342;7;18;2710;23860;558973;3048728,08;16,35107184;9580
2020;38701;13;60;11874;2;48919;732480;4962291,5;7,719593929;7;18;2710;11943;207363;1155930,81;11,98168105;5283
2010;67501;1;8;1504;1;10496;294627;2071422,7;14,74292319;;;;;;;;10706072
2011;67501;1;8;1504;1;10648;317079;2108199,1;15,59969832;;;;;;;;10706072
2012;67501;1;8;1504;1;11710;313295;2133170,3;14,27370598;;;;;;;;948433
2013;67501;1;8;1504;1;11633;289116;1980157,5;13,31477688;;;;;;;;2720
2014;67501;2;9;1718;1;11743;322411;2105957,5;14,71566731;;;;;;;;10706072
2015;67501;2;9;1718;1;11592;335390;2198376,4;15,56103038;;;;;;;;9584
2016;67501;2;9;1718;1;11779;325992;2147491,9;14,79519498;;;;;;;;4750
2017;67501;2;11;1864;1;14322;352626;2340023,4;14,56296365;;;;;;;;11158
2018;67501;2;11;1864;1;14831;340976;2302338,5;13,9647196;;;;;;;;3246
2019;67501;2;11;1864;1;14490;348418;2386393,6;14,63008048;;;;;;;;9347
2020;67501;2;11;1864;1;6613;89927;604913,8;8,324099967;;;;;;;;14541106
2010;17601;5;25;6017;1;35080;920925;5463701,2;12,83001493;2;5;2057;3828;94580;440465,1;8,959154289;14541106
2011;17601;4;23;5502;1;37741;956846;5773895,05;12,67718791;2;5;2057;3699;78957;355652,5;7,767489813;1039397
2012;17601;4;23;5502;1;40338;919440;5557114,65;11,46075802;2;5;2057;3791;80561;372338,6;7,735554109;7974
2013;17601;4;23;5502;1;40499;866488;5357187,25;10,81690146;2;5;2057;3771;69786;337512,4;6,853536663;1039397
2014;17601;4;23;5502;1;40267;910748;5688920,9;11,41849845;2;5;2057;3666;69411;341138,2;7,167418404;10706072
2015;17601;4;23;5502;1;39851;873619;5629296,35;11,10104719;2;5;2057;3867;71861;368917,8;6,689510851;26894
2016;17601;4;23;5502;1;39687;893399;5694155,08;11,27928638;2;5;2057;3825;81730;417917;7,414201012;14891
2017;17601;4;23;5502;1;39194;899870;6100132,6;11,51522449;2;5;2057;3844;77519;395180,6;7,240523544;9394
2018;17601;4;23;5502;1;39577;875942;5963103,77;11,03362291;2;5;2057;3892;79485;416598,54;6,968108095;14541106
2019;17601;4;23;5502;1;38651;916705;6326905,44;11,86492669;2;5;2057;3811;73664;386792,57;6,890655372;14541106
2020;17601;4;23;5353;1;18903;280401;1905451,75;7,690075697;3;11;3081;6236;89689;539738,9;7,08815122;1639558
2010;85501;2;11;2308;1;14308;561839;3791423,4;19,26844659;2;11;2308;14308;561839;3791423,4;19,26844659;1639558
2011;85501;2;11;2308;1;14678;591017;4014571,8;19,29175508;2;11;2308;14678;591017;4014571,8;19,29175508;1639558
2012;85501;2;11;2308;1;14821;564653;3752231,2;18,37387289;1;2;294;2749;47040;230301,6;11,6309258;4273
2013;85501;2;11;2308;1;15702;526048;3471307,9;16,20334264;1;2;294;3108;52037;263991,1;11,42575466;3519
2014;85501;2;11;2308;1;16144;589321;3825260,55;17,58731944;1;2;294;3200;53895;272801,3;11,5634655;5815
2015;85501;2;11;2308;1;16814;594526;3874868,9;16,96849478;1;2;294;3249;54468;266488,9;11,52374122;210018
2016;85501;2;11;2308;1;16688;588999;3807931,85;16,91319582;1;2;294;3125;69468;343703,3;15,1682486;10706072
2017;85501;2;11;2308;1;17631;616958;3989766,2;16,81647614;1;2;294;3467;78597;374820,7;15,4727946;14541106
2018;85501;2;11;2308;1;17706;584458;3814171,2;15,91178926;1;2;294;3473;75023;353180,3;14,73804767;1585498
2019;85501;2;11;2308;1;17655;604805;4038215,66;16,52271787;1;2;294;3474;75510;364702,46;14,79735211;1585498
2020;85501;2;11;2308;1;8831;198858;1274700,74;10,82657006;1;2;294;1896;35007;167219,74;12,62550853;6066
2010;33501;4;13;2496;1;12758;336602;2314732,05;15,82116828;2;9;1477;10929;308629;2125217,95;17,35367297;14541106
2011;33501;3;12;1996;1;14193;358433;2549839,7;15,17673296;2;9;1477;10900;303322;2156366,1;16,94029051;2175
2012;33501;3;12;1996;1;14509;334007;2422143,25;13,91701632;3;12;1996;14509;334007;2422143,25;13,91701632;4502
2013;33501;3;12;1996;1;14612;307304;2208531,1;12,811433;3;12;1996;14612;307304;2208531,1;12,811433;44281
2014;33501;3;12;1996;1;15140;336652;2310119,05;13,55923738;3;12;1996;15140;336652;2310119,05;13,55923738;10706072
2015;33501;3;12;1996;1;15375;347176;2431086,85;13,76312781;3;12;1996;15375;347176;2431086,85;13,76312781;68326
2016;33501;3;14;2076;1;16939;361727;2520251,7;13,77108957;3;14;2076;16939;361727;2520251,7;13,77108957;14541106
2017;33501;3;14;2076;1;19409;375364;2622079,8;13,30092237;3;14;2076;19409;375364;2622079,8;13,30092237;10144
2018;33501;3;14;2076;1;19601;348303;2383938,08;12,31046709;3;14;2076;19601;348303;2383938,08;12,31046709;4644
2019;33501;3;14;2076;1;19810;397002;2681171,21;13,84669795;3;14;2076;19810;397002;2681171,21;13,84669795;14541106
2020;33501;3;14;2076;1;8051;107801;703641,34;9,220869422;3;14;2076;8051;107801;703641,34;9,220869422;2088
2010;53501;1;9;1844;1;12600;440093;2983333;17,4451229;1;9;1844;12600;440093;2983333;17,4451229;14541106
2011;53501;1;9;1844;1;13118;462161;3147154,2;17,33201026;1;9;1844;13118;462161;3147154,2;17,33201026;5095
2012;53501;1;9;1844;1;13238;436605;2911808,3;16,33362563;1;9;1844;13238;436605;2911808,3;16,33362563;5662
2013;53501;1;9;1844;1;13169;398113;2635476,9;14,95725805;1;9;1844;13169;398113;2635476,9;14,95725805;353042
2014;53501;1;9;1844;1;13404;440773;2852577;16,21213152;1;9;1844;13404;440773;2852577;16,21213152;6384
2015;53501;1;9;1844;1;13801;430650;2811362,7;15,48623877;1;9;1844;13801;430650;2811362,7;15,48623877;10706072
2016;53501;1;9;1844;1;13949;433510;2794739,5;15,38904999;1;9;1844;13949;433510;2794739,5;15,38904999;2807
2017;53501;1;9;1844;1;13899;453302;2967815,5;16,19776262;1;9;1844;13899;453302;2967815,5;16,19776262;10706072
2018;53501;1;9;1844;1;13730;402482;2675443,95;14,59982537;1;9;1844;13730;402482;2675443,95;14,59982537;10706072
2019;53501;1;9;1844;1;13937;418909;2825264,3;14,86136373;1;9;1844;13937;418909;2825264,3;14,86136373;237578
2020;53501;1;9;1844;1;7074;119383;800021;8,33243762;1;9;1844;7074;119383;800021;8,33243762;428909
2010;76701;5;24;4166;1;35321;861641;5680785,43;14,04097959;2;4;442;5292;52040;238818,8;8,63174272;14541106
2011;76701;5;24;4166;1;33415;923938;5865954,07;15,45654746;2;4;442;5325;63433;299657,7;10,58668807;2561
2012;76701;4;18;3277;1;31457;809254;5517633,23;14,32602345;2;5;528;6413;78175;380610,85;11,16380628;4415
2013;76701;4;18;3277;1;31553;763853;5252346,25;13,55314351;2;5;528;6947;98007;499723,5;13,12338313;16051
2014;76701;4;19;3327;1;31826;869468;5968818,99;15,3302607;2;6;578;7457;106781;542438,65;13,57797535;4516
2015;76701;4;19;3327;1;32615;862395;5914880,2;15,44997692;2;6;578;9013;101770;522702,3;11,61426534;7715
2016;76701;4;19;3327;1;31366;858326;5879366,25;15,95264496;2;6;578;8320;123517;620797,85;15,47453943;25437
2017;76701;5;23;4188;1;34436;893736;5994743,14;14,94302668;2;6;578;8911;134181;665868,1;15,62611725;4604
2018;76701;5;23;4188;1;37405;883373;6038924,98;13,27948119;2;6;578;8717;139765;697499,85;16,44522416;4612
2019;76701;5;23;4188;1;37744;931692;6308680,21;13,93581066;2;6;578;8943;154285;791232,5;17,89627042;11780
2020;76701;5;23;4188;1;18779;281021;1838841,17;8,523639959;2;6;578;4939;66108;343058,65;13,92585852;14541106
2010;72701;6;27;3910;1;46856;1084526;6702353,08;14,7996958;1;4;383;6828;103345;510880,86;15,88124831;285659
2011;72701;6;27;3910;1;46244;1155453;7249125,9;15,98615187;1;4;383;6944;120251;610779,6;17,95986582;10706072
2012;72701;6;27;3910;1;47238;1104335;6959422,13;15,00500423;2;5;477;7318;121234;596581,98;17,35049769;633690
2013;72701;6;27;3910;1;47967;1049720;6676127,8;14,11904019;1;4;383;7073;96607;485631,95;14,36915645;633690
2014;72701;7;38;5721;2;62941;1313265;8366680,45;13,23123194;1;4;383;7322;89306;436562,45;12,86322115;4160
2015;72701;7;38;6321;2;66098;1328697;8962574,4;12,32936888;1;4;383;7027;76633;379238,35;11,46526071;21380
2016;72701;7;38;5721;2;65387;1338415;8976706,73;12,95367854;1;4;383;6888;89598;446370,1;13,71174094;6432
2017;72701;7;38;6321;2;65480;1334642;9031501,1;12,40500769;1;4;383;7438;99554;489043,7;13,99929127;5352
2018;72701;6;36;6158;2;68044;1283530;8707552,22;11,45887178;1;4;383;7151;114229;580589,35;16,84098013;58395
2019;72701;7;37;6254;2;64398;1358483;9418873,12;12,75215508;1;4;383;6854;119855;607081,18;18,33780858;943354
2020;72701;6;36;6155;2;28771;426953;2900506,93;9,007988877;1;4;383;3765;49816;259223,76;13,83251374;943354
2010;59702;17;80;18239;4;124649;4931541;31269624,53;18,018707;8;25;4080;38324;835439;4578957,69;14,73367229;943354
2011;59702;18;85;18877;4;131721;5244895;32858749,43;18,42525518;8;25;4080;37966;841587;4478075,77;14,99109178;943354
2012;59702;18;85;18877;4;136720;5033712;31707874,2;17,21006199;8;25;4080;39367;780699;4165614,87;13,4843623;943354
2013;59702;18;85;18877;4;135295;4676615;29560226,69;16,10896814;7;16;2490;24212;506495;2579681;15,99557741;184750
2014;59702;18;85;18877;4;136790;4931588;30456880,45;16,76732777;8;25;4080;39462;788842;4039491,2;13,44536297;184750
2015;59702;18;85;18877;4;137152;4642274;29372883,47;15,70399454;8;25;4080;39226;736696;3777378,4;12,68308975;72991
2016;59702;18;85;18877;4;138092;4591943;29398371,04;15,42128039;8;25;4080;39027;769250;3945349,72;13,3347386;10706072
2017;59702;18;85;18877;4;136826;4577431;29837392,38;15,54074388;8;25;4080;38794;738998;3831334,32;12,92595872;14541106
2018;59702;18;85;18827;4;136840;4382128;29713745,35;14,90461884;8;25;4080;38322;724458;3804718,64;12,8766574;14541106
2019;59702;18;85;18867;4;136530;4445239;30747379,8;15,06326315;7;16;2490;23809;506273;2686505,15;16,08443396;33118
2020;59702;18;85;18867;4;60869;1380790;9481319,4;10,37932467;7;16;2490;10172;194481;1042013,28;14,45186057;10706072
2010;87601;3;27;4977;2;35689;872236;5797730,84;13,53670979;1;3;686;3258;65639;326632,08;8,822754559;2943
2011;87601;3;27;4977;2;36687;897092;6209280,3;13,3584512;1;3;686;3732;75868;398374,21;8,818927659;10706072
2012;87601;3;27;4977;2;36345;874154;5984639,07;13,20273687;1;3;686;3748;72545;375541,58;8,418686478;5933
2013;87601;3;27;4977;2;37325;816557;5547951,45;12,05904488;1;3;686;3801;75762;389356,55;8,703423953;4861
2014;87601;3;27;4977;2;37615;894611;5869696,4;13,16857169;1;3;686;3741;73075;375884,6;8,521378953;200971
2015;87601;3;27;4953;2;37962;865136;5818225,4;12,69797098;1;3;686;3817;63581;321648,5;7,296578649;948433
2016;87601;3;27;4977;2;38635;898811;6042454,26;13,00226944;1;3;686;3690;68256;349873,84;8,122127013;14541106
2017;87601;3;29;5178;2;42069;936684;6315462,35;12,56766792;1;3;686;4202;68768;347570,89;7,19396012;130502
2018;87601;3;29;5178;2;45612;887618;5875123,09;11,16078906;1;3;686;4149;61947;296663,06;6,55324785;4104
2019;87601;3;31;5403;2;45496;922015;6297298,63;11,65280612;1;3;686;4104;61485;297189,37;6,581278278;14541106
2020;87601;3;31;5403;2;18537;268453;1821655,12;8,463198659;1;3;686;1100;16434;73698,96;6,528682663;14541106
2010;56601;2;22;3981;2;40955;911734;5860144,13;12,54989937;;;;;;;;14289
2011;56601;2;22;3981;2;40904;958396;6219407,05;13,16952342;;;;;;;;129705
2012;56601;2;22;3981;2;41090;910915;5827914,93;12,58901583;;;;;;;;14541106
2013;56601;2;22;3981;2;40990;835855;5371419,65;11,47429655;;;;;;;;14541106
2014;56601;2;22;3981;2;41388;902254;5843713,3;12,27691759;;;;;;;;3653
2015;56601;2;22;4050;2;41394;879097;5838176,2;11,73859289;;;;;;;;2809
2016;56601;2;22;3981;2;41099;875874;5779117,97;12,04022343;;;;;;;;8069
2017;56601;2;22;4050;2;41609;888222;6069998,75;11,83205558;;;;;;;;14541106
2018;56601;2;22;4050;2;41583;828483;5726218,01;11,01572376;;;;;;;;9546
2019;56601;2;22;4050;2;41110;875243;6174835,84;11,77797191;;;;;;;;633690
2020;56601;2;23;4189;2;20412;256939;1795971,46;6,958632079;;;;;;;;5555
2010;758;45;156;29308;6;241013;7714976;49291807,94;17,18908962;24;39;5752;44236;1127082;5733165,25;18,04340476;2341
2011;758;45;156;29308;6;244915;7843032;50062370,6;17,06066201;26;40;6556;41033;1234561;6191685,32;18,25574765;1639558
2012;758;46;170;32772;7;268131;7578486;49375535,93;14,81300658;25;41;6221;43699;1081621;5439909,1;15,77332412;10706072
