annee;numAgglomeration;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationAgglomeration
2019;851;289;1127;223736;43;1908388;53356424;380139244;14,7774606;148;320;55422;458447;10630232;59124135,8;14,52186915;7028
2020;851;288;1126;221810;44;930775;16999006;117055094,2;9,793166371;149;326;56999;239717;4009235;21994905,2;10,35567101;10706072
2010;64601;3;21;4124;1;35910;905579;5661825,32;12,43736366;1;2;406;3654;122780;559365,11;16,64958044;10706072
2011;64601;3;21;4124;1;35688;908910;5806004,9;12,66578104;1;2;406;3703;130868;649453,8;17,60478687;4589
2012;64601;3;21;4124;1;35221;826041;5272234,15;11,67491526;1;2;406;3727;113416;564358,6;15,16609479;14541106
2013;64601;3;21;4124;1;42410;789972;5084084,1;9,6120114;1;2;406;3643;109223;551661,6;14,93778601;1639558
2014;64601;3;21;4124;1;42666;821392;5290072,35;9,875772537;1;2;406;3677;110942;559878;14,90618971;14598
2015;64601;4;30;5705;2;42401;804327;5417394,4;9,763302189;1;2;412;3697;100243;508861,3;13,19737008;5711
2016;64601;4;30;5699;2;58425;888010;5903436,75;8,071786461;1;2;406;3518;116882;607144,2;16,40435309;37127
2017;64601;4;30;5705;2;58125;865269;5970575,78;7,92091181;1;2;412;3605;107016;560075,3;14,41657955;17038
2018;64601;4;30;5705;2;58206;850150;5959897,27;7,761993176;1;2;412;3623;108622;560352,7;14,5975337;27552
2019;64601;4;30;5705;2;56560;868636;6113976,87;8,155478323;1;2;412;3649;113706;597608,7;15,21459882;9286
2020;64601;4;30;5609;2;26231;249871;1740657,77;5,082296383;1;2;412;1783;44080;236661,9;12,0324067;29916
2010;24501;1;10;1864;1;16664;376335;2584983,05;12,46585706;1;10;1864;16664;376335;2584983,05;12,46585706;5541
2011;24501;1;10;1864;1;18121;402044;2733365,55;12,09613995;1;10;1864;18121;402044;2733365,55;12,09613995;14541106
2012;24501;1;10;1864;1;18192;386333;2614706,7;11,56483763;1;10;1864;18192;386333;2614706,7;11,56483763;14208
2013;24501;1;10;1864;1;17985;359805;2408629,4;10,95946031;1;10;1864;17985;359805;2408629,4;10,95946031;335992
2014;24501;1;10;1864;1;17822;383284;2520098,3;11,80037961;1;10;1864;17822;383284;2520098,3;11,80037961;5716
2015;24501;1;10;1864;1;18163;371245;2536882,5;11,26618787;1;10;1864;18163;371245;2536882,5;11,26618787;81139
2016;24501;2;11;1982;1;18431;378363;2594692,6;11,36325208;1;10;1864;18158;374926;2578752,1;11,37003172;2856
2017;24501;2;11;1982;1;18684;379407;2632703,7;11,27962855;1;10;1864;18311;372123;2601448;11,20975987;177103
2018;24501;2;11;1982;1;20711;362425;2500218;9,654134649;2;11;1982;20711;362425;2500218;9,654134649;14541106
2019;24501;2;11;1982;1;20651;392393;2814242,31;10,4476237;2;11;1982;20651;392393;2814242,31;10,4476237;75939
2020;24501;2;11;1920;1;10490;118522;823773,57;6,345193699;2;11;1920;10490;118522;823773,57;6,345193699;60589
2010;66601;6;39;6134;2;63525;1402597;8768438,9;13,48790899;2;5;658;2596;39681;160408,7;12,23574177;7280
2011;66601;5;35;5724;2;61311;1409338;8972078,01;13,83975133;1;7;626;10601;195142;1037302,7;20,45953271;6996
2012;66601;5;35;5724;2;61965;1315398;8504141,4;12,87049197;2;8;874;11207;197022;992195,7;18,44609473;4069
2013;66601;5;35;5724;2;61349;1211209;7887563,1;12,02332778;2;8;874;11231;180849;906196,8;16,95945369;7367
2014;66601;5;35;5724;2;61488;1304839;8236247,9;12,90022065;2;8;874;11654;176293;868916,8;15,98308971;16530
2015;66601;5;35;5726;2;61262;1277076;8148697,53;12,72731658;2;8;874;11629;177237;886358,86;16,054047;6181
2016;66601;5;35;5626;2;60827;1304093;8357734,79;13,16633805;2;8;874;11494;194710;998334,85;17,82516671;14541106
2017;66601;5;35;5726;2;61433;1308286;8766914,49;13,06517628;2;8;874;11784;181782;921156,85;16,26643807;83893
2018;66601;5;35;5726;2;61802;1262849;8501109,48;12,50615727;2;8;874;11832;179413;900143,5;15,98385338;4860
2019;66601;5;35;5726;2;60720;1278019;8704123,73;12,93442657;2;8;874;11879;199262;1006617,2;17,6070675;14541106
2020;66601;5;35;5665;2;27738;332453;2230122,72;7,271228482;2;8;874;4907;64177;320207,3;13,6232604;1585498
2010;86601;5;23;3889;2;42165;868667;5497066,2;11,92761051;2;2;372;2899;83929;370225,2;14,807542;26788
2011;86601;4;22;3769;2;40826;881897;5714407;12,64266955;2;2;372;2987;78622;359412,7;13,56775161;4047
2012;86601;4;24;3997;2;41037;803284;5115438,35;11,42883647;2;4;600;2986;72893;327689,4;12,55044766;3846
2013;86601;4;21;3538;1;39355;666954;4204521,5;10,05601602;2;4;600;6023;93679;445434;10,42280224;10706072
2014;86601;4;21;3538;1;39539;694424;4390486,5;10,34796975;2;4;600;6267;107618;519672,5;11,37951417;5917
2015;86601;4;21;3538;1;39633;662308;4327781,2;9,941531353;2;4;600;6433;94976;446032,5;9,847450369;17263
2016;86601;4;21;3538;1;39389;690389;4445892,92;10,38849279;2;4;600;6420;110646;533605,5;11,4601351;943354
2017;86601;4;21;3538;1;39064;691020;4602020,54;10,50483307;2;4;600;6499;101878;489069;10,44370203;13776
2018;86601;4;21;3538;1;38200;658297;4440954,47;10,2851337;2;4;600;6487;110213;527429,5;11,30453513;2154
2019;86601;4;21;3538;1;38060;694553;4760653,22;10,8382298;2;4;600;6630;115695;563593,5;11,64170183;26343
2020;86601;4;21;3493;1;19206;214697;1437026,12;6,666995829;2;4;600;3246;51406;251503,5;10,54239846;12461
2010;29501;3;13;1920;;20297;440913;2830412,2;14,71305876;2;7;1129;10404;230289;1427343,1;13,56507571;7343
2011;29501;3;13;1920;;20674;441634;2913145,7;14,3893204;2;7;1129;10488;228039;1415408,2;13,19546431;112020
2012;29501;3;18;2998;1;19825;417858;2738345,01;12,28947128;1;2;220;2363;47048;224203,9;17,8557061;237578
2013;29501;3;16;2778;1;25927;471783;3173155,9;10,54067242;1;2;220;2756;45529;225827,1;14,82642959;10706072
2014;29501;3;16;2778;1;25585;536520;3474821,3;12,10466706;1;2;220;2757;55801;278422,8;18,34412703;14541106
2015;29501;3;16;2778;1;25518;551709;3593524;12,57046133;1;2;220;3097;51595;259461,6;14,9954951;6471
2016;29501;3;16;2778;1;25525;573742;3693869,2;13,04460419;2;12;2207;19233;528907;3422915,9;15,11765404;456042
2017;29501;3;16;2774;1;25742;591517;3871987,6;13,42776614;2;12;2203;19738;547815;3605907,2;15,41551527;187010
2018;29501;3;16;2774;1;25444;553335;3645175;12,66336551;2;12;2203;19673;523691;3466399,6;14,71481926;12197
2019;29501;3;18;2988;1;25354;582519;3935369,1;13,36335651;2;12;2203;18625;530052;3634321,4;15,38323572;14541106
2020;29501;2;16;2772;1;11085;164044;1073351,8;8,250261901;1;10;1987;7962;129606;882270,2;8,204058922;112020
2010;51701;2;13;2842;;16027;345095;2361205,55;11,1450394;1;6;1301;4489;107480;561705,2;17,68222663;14541106
2011;51701;2;12;2093;;20077;356144;2454520,46;10,26917721;1;5;552;8317;122975;661774,8;13,37906349;14541106
2012;51701;2;12;2093;;19552;338048;2335568,35;10,08241352;1;5;552;8096;117334;626991,3;13,19927149;14541106
2013;51701;2;12;2093;;19621;337839;2319196,95;10,12095815;1;5;552;8309;124854;673804,5;13,79344631;114299
2014;51701;2;12;2093;;19356;366579;2546196,09;11,11556851;1;5;552;8291;131487;698530,7;14,54782226;14541106
2015;51701;2;12;2093;;19297;346261;2410555,3;10,67981288;1;5;552;8712;125795;667972,1;13,23167608;428909
2016;51701;2;12;2093;;19436;353438;2448651,59;10,76437746;1;5;552;8727;141026;752075,3;14,72335121;3710
2017;51701;2;12;2093;;11684;208445;1245780,75;13,45991793;1;5;552;9160;157704;850101,3;15,68242161;12959
2018;51701;1;5;607;;9713;158197;867637,3;13,35987907;1;5;607;9713;158197;867637,3;13,35987907;14541106
2019;51701;2;16;2213;1;12000;207259;1244100,4;13,13233652;1;11;1606;5205;95133;630682,1;12,72907055;35963
2020;51701;1;11;1605;1;8921;100755;629204,1;7,583558006;1;11;1605;8921;100755;629204,1;7,583558006;7370
2010;35701;8;27;5774;1;40469;1538986;9263905,5;18,8043823;4;6;1202;7228;257530;1277997,06;20,99873859;1039397
2011;35701;8;27;5774;1;43371;1625775;9683808,64;18,31930781;4;6;1202;7278;264915;1334661,15;21,56268085;5413
2012;35701;8;27;5774;1;44279;1634905;9830162,48;18,15597634;4;6;1202;7634;261056;1314192;20,54200371;10355
2013;35701;8;27;5774;1;42582;1514850;9396940,83;17,50720756;4;6;1202;7225;261921;1336054,11;21,24385405;7918
2014;35701;7;26;5481;1;42608;1551498;9738536,37;17,93131218;5;7;1451;7958;297247;1481129,07;22,03817963;10706072
2015;35701;7;26;5484;1;42492;1484725;9525890,08;17,18724931;5;7;1454;7951;277576;1395323,68;20,42583002;26894
2016;35701;7;26;5481;1;41399;1493108;9690580,06;17,74723419;4;6;1202;7576;284972;1476522,49;22,36023285;114299
2017;35701;7;26;5484;1;41564;1453123;9512914,06;17,27745155;5;7;1454;8175;288749;1457207,76;20,46525572;16982
2018;35701;7;26;5762;1;41036;1365288;9058352,01;15,8502915;4;6;1483;7528;264428;1395607,29;15,64869211;3876
2019;35701;8;32;6753;1;43543;1422922;10218393,45;15,82770592;3;5;1161;7088;263362;1421740,37;16,80061037;8676
2020;35701;7;26;5523;1;19427;450870;3222012,89;11,53794481;3;5;1161;3534;110628;600274,82;14,35880663;1639558
2010;42502;2;11;2348;1;13660;425897;2841600,7;14,64338012;1;2;429;2234;53256;249943,6;11,19357341;1639558
2011;42502;2;11;2348;1;14007;437887;2944695,2;14,64502078;1;2;429;2231;49275;225856,8;10,33551895;1639558
2012;42502;2;11;2348;1;14115;407762;2736104,4;13,58799933;1;2;429;2281;47460;219763,4;9,790755101;47775
2013;42502;2;11;2348;1;14268;381950;2547284,3;12,53514484;1;2;429;2242;47161;215608,9;9,737389254;943354
2014;42502;2;11;2348;1;15444;419320;2798984,2;12,72478599;1;2;429;2259;50962;239322,3;10,54144844;2974
2015;42502;2;11;2348;1;15957;417385;2829541,8;12,29048157;1;2;429;2389;47298;232350,6;9,250013201;29652
2016;42502;2;11;2348;1;16009;433471;2896905,6;12,69917208;1;2;429;2535;62916;317407,2;11,57241866;467133
2017;42502;2;11;2348;1;16270;422350;2873176;12,18848444;1;2;429;2497;54353;267957,6;10,15279724;1585498
2018;42502;2;11;2348;1;16366;415409;2818103,3;11,943283;1;2;429;2560;59197;281539,6;10,76358016;1585498
2019;42502;2;11;2348;1;16481;426397;2918694;12,16689884;1;2;429;2602;61455;299854,7;11,02102522;14541106
2020;42502;2;11;2348;1;8239;126882;852575,8;7,224959884;1;2;429;1345;24683;127870,4;8,547958678;1585498
2010;12402;2;7;1243;;6194;194949;1232458,5;39,48177374;1;4;679;3898;124046;796226,2;8,187612807;3826
2011;12402;2;7;1243;;6577;198550;1250418,1;37,50679879;1;4;679;4062;122244;770154,4;7,091958705;14541106
2012;12402;2;7;1243;;7313;184302;1202801,7;31,73632887;1;4;679;4537;126264;833616,3;6,216460128;2937
2013;12402;1;10;1603;1;9467;196438;1307571,8;23,47715073;1;10;1603;9467;196438;1307571,8;2,898824206;904359
2014;12402;1;10;1603;1;17852;316785;2097939;14,7649447;1;10;1603;17852;316785;2097939;1,794455575;35729
2015;12402;1;10;1603;1;17724;314024;2192826,7;15,08657926;1;10;1603;17724;314024;2192826,7;1,709608696;10706072
2016;12402;1;10;1603;1;17800;324092;2263299,4;15,54845974;1;10;1603;17800;324092;2263299,4;2,256775869;10706072
2017;12402;1;10;1603;1;18013;318409;2260507,2;15,13212439;1;10;1603;18013;318409;2260507,2;1,94738098;6927
2018;12402;1;10;1603;1;20691;292214;2066401,86;12,66412089;1;10;1603;20691;292214;2066401,86;1,804674343;7359
2019;12402;1;10;1603;1;20013;306363;2161800,55;13,47443883;1;10;1603;20013;306363;2161800,55;1,942020321;1639558
2020;12402;1;10;1603;1;9691;87955;606912,79;8,213660563;1;10;1603;9691;87955;606912,79;1,597845113;10706072
2010;26501;2;8;1075;;7321;186985;1203566,55;19,39789096;1;3;462;2111;38935;194523,6;11,60088314;10706072
2011;26501;2;8;1075;;7357;188399;1240271,1;19,27651302;1;3;462;2135;44585;235790,05;13,11964077;14541106
2012;26501;2;8;1075;;7369;177303;1137441,35;18,16143429;1;3;462;2128;41692;203410,8;12,29460821;3161
2013;26501;2;8;1075;;7522;167178;1077043,5;16,82111529;1;3;462;2217;43137;222432,6;12,26517829;198639
2014;26501;2;8;1075;;7588;178604;1118540,6;17,7112711;1;3;462;2232;44236;228466,4;12,47039986;14531
2015;26501;2;11;1531;1;8445;189056;1193190,5;16,33084614;1;3;462;2175;41542;215822,8;12,0379493;4298
2016;26501;2;11;1511;1;12422;221463;1417017,5;13,17354691;1;3;462;2235;45564;232061;12,79596496;40141
2017;26501;2;11;1503;1;12442;223438;1444448,8;13,26432782;1;3;434;2245;42640;219031,7;12,79458451;55791
2018;26501;2;11;1503;1;12474;223531;1459224,8;13,24211463;1;3;434;2281;41201;211185,4;12,27462313;14541106
2019;26501;2;11;1503;1;13248;229035;1503071,7;12,69267473;1;3;434;2669;38609;197517,6;9,88380279;14541106
2020;26501;2;11;1503;1;5969;62211;402815,2;7,672489492;1;3;434;1053;11861;58819,1;7,7198943;2199
2010;755;10;64;13252;3;102067;2718257;15245587,16;13,00290672;4;11;2132;11796;189793;933743,38;8,53511669;6849
2011;755;10;64;13252;3;107697;2864900;16133166,17;12,90571709;4;11;2132;10968;165149;803029,38;7,888930448;14541106
2012;755;10;64;13252;3;109997;2669931;15553324,39;11,86038237;4;14;2753;17601;242052;1175134,57;7,171789988;10706072
2013;755;10;64;13252;3;110960;2415124;14771227,56;10,63489391;4;14;2753;18731;250992;1250558,91;7,056747618;14541106
2014;755;10;63;13153;3;108038;2573819;16344778,69;11,51684365;4;14;2753;18888;293596;1475240,85;8,149834642;428909
2015;755;9;60;12557;3;105280;2485512;16453892,41;11,46354785;4;14;2778;19071;289021;1446781,6;7,931835085;428909
2016;755;9;60;12528;3;100343;2352812;16264276,23;11,28331626;4;14;2753;19303;358608;1832463,93;9,711775766;14541106
2017;755;9;60;12557;3;102901;2302016;16213469,78;10,86384115;4;14;2778;19841;367805;1924493,13;9,705762131;25437
2018;755;9;60;12581;3;102308;2189468;16121253,47;10,31910319;3;13;2580;19697;352913;1872246,32;9,281878884;9904
2019;755;9;60;12581;3;102352;2253156;17000554,66;10,64484591;2;8;1623;13320;271883;1460747,18;10,52418275;9904
2020;755;9;60;12581;3;45032;670981;4879501,52;6,975071263;4;14;2778;8420;130398;669156,24;7,414605632;246511
2010;22501;2;15;2754;1;17992;600910;3819735,1;18,80288125;1;6;1150;5175;99199;526384,7;9,993039053;1951
2011;22501;2;15;2754;1;19617;647159;4168036,9;18,08430581;1;6;1150;6495;131234;728502,3;10,51190614;10706072
2012;22501;2;15;2754;1;19694;632662;4058451,4;17,67797441;1;6;1150;6627;114096;624603,3;8,950594282;948433
2013;22501;2;15;2754;1;19803;574658;3667332,3;16,0220081;1;6;1150;6637;113257;609506,6;8,926631955;26662
2014;22501;2;15;2754;1;19856;641823;3994760,4;17,88222229;1;6;1150;6734;119329;645266;9,215583758;4988
2015;22501;2;15;2754;1;19975;633994;4045129;17,37393501;1;6;1150;6673;109895;599057,4;8,560500722;285659
2016;22501;2;16;3337;1;19940;652575;4173739,3;17,4976773;1;6;1150;6652;124470;680375,1;9,684421829;8593
2017;22501;2;16;3337;1;20432;682985;4388278,5;17,45094146;1;6;1150;6632;117956;641675,9;9,285380854;5244
2018;22501;2;16;3337;1;20248;633428;4072491,6;16,22575082;1;6;1150;6392;111379;602010,2;9,009467387;7249
2019;22501;2;16;3337;1;20323;677209;4421577,1;17,33877864;1;6;1150;6687;108347;589877,5;8,407614942;10706072
2020;22501;2;16;3337;1;9287;212271;1365274,7;11,53152262;1;6;1150;2415;44749;248205,1;9,688971647;14541106
2010;66401;5;5;1284;;1796;38964;195904,2;9,251524944;;;;;;;;1639558
2011;66401;5;5;1284;;1507;42410;207924;11,67136347;2;2;391;991;26432;112938,5;13,14410176;943354
2012;66401;5;5;1284;;1752;37589;185713;8,812517437;2;2;391;1186;24196;105452,5;9,849946671;72991
2013;66401;4;4;984;;1851;37904;178168,5;8,28879578;2;2;391;1142;23389;95838,5;10,03647442;353042
2014;66401;4;4;984;;1829;41641;194144;9,63633208;3;3;624;1488;28599;117363,5;9,244420022;456042
2015;66401;4;4;984;;1784;37133;171614,5;8,931805772;2;2;391;1205;24100;97756,5;9,805517129;278131
2016;66401;4;4;984;;1865;41812;197101,5;9,666039402;3;3;624;1577;31138;133596;9,467718298;278131
2017;66401;4;4;984;;1886;42731;194319;9,883953581;3;3;624;1625;34246;142117,5;10,12096333;10706072
2018;66401;4;4;984;;1928;40169;180718,5;9,35557424;3;3;624;1763;34676;146612;9,372930514;26453
2019;66401;3;3;624;;1881;42149;181512;10,60691089;3;3;624;1881;42149;181512;10,60691089;197713
2020;66401;3;3;624;;1006;13234;55793,5;6,095471462;3;3;624;1006;13234;55793,5;6,095471462;197713
2010;753;10;32;6483;1;44959;1179009;7262525;13,48654187;4;10;1821;13995;353541;1626510,8;14,14699888;94687
2011;753;10;32;6483;1;45199;1156583;7212956,85;12,89678894;4;10;1821;13823;357406;1665908,9;14,33402449;14541106
2012;753;10;32;6483;1;46245;1061160;6694042,08;11,58953543;4;10;1821;13817;332064;1566830,6;13,42620427;5094
2013;753;11;33;6833;1;46245;996511;6273194,74;10,91642514;4;10;1821;14182;335467;1624039,4;13,21579117;904359
2014;753;11;33;6833;1;46389;1052365;6471516,98;11,48233921;4;10;1821;14088;335055;1631581,8;13,39009535;1639558
2015;753;12;37;7545;2;51610;960791;5691297,2;9,445738942;4;10;1821;14496;320991;1565064,5;12,32301012;10706072
2016;753;12;37;7369;2;53057;1028870;6021270,5;9,995639835;4;10;1821;14434;339735;1660866;13,09261891;200530
2017;753;12;37;7545;2;51551;986229;5737332,75;9,927853545;4;10;1821;15084;329829;1626180,2;12,21468099;2402
2018;753;13;43;8495;2;55310;969990;5584293,55;9,000873279;4;10;1821;14729;309985;1539375,8;11,70359771;16178
2019;753;12;41;8165;2;61151;1082986;6337389,2;9,306449178;3;8;1491;12325;253833;1269437,5;11,25012631;16234
2020;753;13;42;8369;2;31016;321639;1828895,71;5,571556633;4;14;2441;10427;161979;856264,7;9,057936368;23405
2010;42501;2;5;978;;4292;156725;827502;18,72693859;2;5;978;4292;156725;827502;18,72693859;4531
2011;42501;2;5;978;;4435;172829;928017,5;20,09424573;2;5;978;4435;172829;928017,5;20,09424573;12905
2012;42501;2;5;978;;4837;160537;864781,7;17,02356664;2;5;978;4837;160537;864781,7;17,02356664;3578
2013;42501;2;5;978;;4942;154051;816450,5;15,933717;2;5;978;4942;154051;816450,5;15,933717;4177
2014;42501;2;5;978;;5145;173116;942719,4;17,32161189;2;5;978;5145;173116;942719,4;17,32161189;10706072
2015;42501;2;5;978;;5538;176515;974281,2;16,33354616;2;5;978;5538;176515;974281,2;16,33354616;10706072
2016;42501;2;8;1479;;6666;218608;1234945;16,36493212;2;8;1479;6666;218608;1234945;16,36493212;38205
2017;42501;2;8;1479;;10865;309689;1825494,8;15,48826786;2;8;1479;10865;309689;1825494,8;15,48826786;14545
2018;42501;2;8;1479;;11176;333072;1970017,7;16,18593965;2;8;1479;11176;333072;1970017,7;16,18593965;178404
2019;42501;2;8;1479;;11277;364209;2172643,4;17,56393897;2;8;1479;11277;364209;2172643,4;17,56393897;21669
2020;42501;2;8;1479;;5833;114955;677011;10,69854406;2;8;1479;5833;114955;677011;10,69854406;330871
2010;44601;8;25;4987;1;31262;859111;5382595,6;14,23165141;2;2;477;2102;69845;330735,4;14,02859347;6644
2011;44601;8;25;4987;1;32224;909984;5857507,3;14,54133118;4;9;1657;11142;278469;1630510,1;13,63836721;246511
2012;44601;7;24;4721;1;33917;856165;5493411,6;13,17413652;3;3;628;3050;89473;406513,65;13,50851897;12288
2013;44601;7;24;4721;1;33327;795792;5056330,6;12,45001678;4;9;1657;11783;252104;1442819,6;11,88498198;14541106
2014;44601;7;24;4721;1;33955;892172;5447688,65;13,61486664;4;9;1657;12099;293404;1601907,25;13,25910026;35729
2015;44601;7;24;4721;1;35228;886063;5418259,85;13,10354659;5;14;2461;20575;430951;2446316;12,14013164;5972
2016;44601;7;24;4721;1;36376;876681;5372636,3;12,61035559;3;3;628;3739;109071;493900,2;13,95164106;3764
2017;44601;7;24;4724;1;36555;894127;5584482,4;12,81818525;3;3;631;3915;107645;491500,85;13,15500035;42649
2018;44601;7;24;4724;1;36637;829427;5228708,15;11,80903585;3;3;631;3980;111663;515368,15;13,42605229;14863
2019;44601;7;24;4724;1;36701;893456;5745860,7;12,70211359;3;3;631;3895;119896;572595;14,84094653;44281
2020;44601;7;24;4724;1;18888;275177;1742082,9;7,616203166;3;3;631;2125;47752;233116,4;10,7261586;17468
2010;62501;1;8;1481;1;11829;312910;2120213,1;14,37382605;1;8;1481;11829;312910;2120213,1;14,37382605;60408
2011;62501;1;8;1481;1;11870;344637;2301626,7;15,81851329;1;8;1481;11870;344637;2301626,7;15,81851329;278131
2012;62501;1;8;1481;1;11888;313812;2082261,8;14,46905709;1;8;1481;11888;313812;2082261,8;14,46905709;4209
2013;62501;1;8;1481;1;11980;287024;1861401,6;13,00537752;1;8;1481;11980;287024;1861401,6;13,00537752;4625
2014;62501;1;8;1481;1;12069;341729;2204110,2;15,35851701;1;8;1481;12069;341729;2204110,2;15,35851701;569793
2015;62501;1;8;1481;1;11800;344332;2248932,1;15,89746052;1;8;1481;11800;344332;2248932,1;15,89746052;2621
2016;62501;1;8;1481;1;11921;356018;2301587,8;16,18370302;1;8;1481;11921;356018;2301587,8;16,18370302;3127
2017;62501;1;8;1481;1;12092;365863;2379030,9;16,61814864;1;8;1481;12092;365863;2379030,9;16,61814864;461101
2018;62501;1;9;1546;1;14120;375644;2441563,7;15,56431648;1;9;1546;14120;375644;2441563,7;15,56431648;10706072
2019;62501;1;9;1546;1;14347;364523;2394415,1;15,05572953;1;9;1546;14347;364523;2394415,1;15,05572953;6750
2020;62501;1;9;1546;1;6928;111866;729418,5;9,48323145;1;9;1546;6928;111866;729418,5;9,48323145;9417
2010;2501;1;11;1927;1;19252;322367;2247558,85;9,721359839;1;11;1927;19252;322367;2247558,85;9,721359839;14825
2011;2501;1;11;1927;1;19719;372271;2566903,3;10,87832596;1;11;1927;19719;372271;2566903,3;10,87832596;14541106
2012;2501;1;11;1927;1;19801;357229;2439261,6;10,46224307;1;11;1927;19801;357229;2439261,6;10,46224307;23405
2013;2501;1;11;1927;1;20131;324899;2230329,6;9,433423748;1;11;1927;20131;324899;2230329,6;9,433423748;3814
2014;2501;1;11;1927;1;20219;379165;2577782,5;10,91032194;;;;;;;;569793
2015;2501;1;11;1927;1;20165;383577;2697578,5;11,04680833;1;11;1927;20165;383577;2697578,5;11,04680833;31794
2016;2501;1;11;1927;1;20041;391809;2741145,8;11,35941668;1;11;1927;20041;391809;2741145,8;11,35941668;18356
2017;2501;1;11;1927;1;19991;383725;2731049,9;11,23172074;1;11;1927;19991;383725;2731049,9;11,23172074;6630
2018;2501;1;11;1927;1;22815;357040;2461418,78;9,099912987;1;11;1927;22815;357040;2461418,78;9,099912987;10706072
2019;2501;1;11;1927;1;22001;362907;2504692,91;9,541707157;1;11;1927;22001;362907;2504692,91;9,541707157;948433
2020;2501;1;11;1927;1;11128;100963;695808,27;5,265727216;1;11;1927;11128;100963;695808,27;5,265727216;14541106
2010;13501;3;9;1605;;10611;220948;1454296,1;12,27688047;3;9;1605;10611;220948;1454296,1;12,27688047;5246
2011;13501;3;9;1605;;10877;229415;1518162,3;12,27665074;3;9;1605;10877;229415;1518162,3;12,27665074;14541106
2012;13501;3;9;1605;;11032;224035;1542604,05;11,96124096;3;9;1605;11032;224035;1542604,05;11,96124096;2269
2013;13501;3;9;1605;;13269;218083;1450264,1;9,802800466;3;9;1605;13269;218083;1450264,1;9,802800466;14541106
2014;13501;3;9;1605;;13627;242737;1559692,65;10,53539148;3;9;1605;13627;242737;1559692,65;10,53539148;633690
2015;13501;3;9;1605;;14036;236979;1535679,85;10,0178816;3;9;1605;14036;236979;1535679,85;10,0178816;14541106
2016;13501;3;11;1854;;13949;237140;1536918,85;9,969432511;3;11;1854;13949;237140;1536918,85;9,969432511;14541106
2017;13501;3;10;1736;;14267;233561;1527767,1;9,743632103;3;10;1736;14267;233561;1527767,1;9,743632103;8393
2018;13501;3;9;1605;;14179;231746;1525381,45;9,651133106;3;9;1605;14179;231746;1525381,45;9,651133106;9474
2019;13501;3;9;1605;;13970;236159;1558590,4;10,067256;3;9;1605;13970;236159;1558590,4;10,067256;4416
2020;13501;3;9;1605;;6323;60132;373541,25;5,832531504;3;9;1605;6323;60132;373541,25;5,832531504;14541106
2010;57501;2;15;3248;1;24299;352529;2146350,7;6,35088634;;;;;;;;178404
2011;57501;2;15;3248;1;24011;375898;2284835,85;6,87141986;;;;;;;;14541106
2012;57501;2;15;3248;1;24258;355805;2168751,3;6,456935946;;;;;;;;14541106
2013;57501;2;15;3248;1;22403;315058;1963528,6;6,035571901;;;;;;;;45719
2014;57501;2;13;2978;1;21886;352286;2196888,3;6,852273468;;;;;;;;45719
2015;57501;2;15;3248;1;22058;349436;2252045,9;6,813429536;;;;;;;;7115
2016;57501;2;14;3088;1;22851;350859;2221002,65;6,689384123;;;;;;;;14541106
2017;57501;2;15;3248;1;22771;345230;2205967,72;6,643868043;;;;;;;;904359
2018;57501;2;15;3248;1;23479;319332;2035474,32;5,966749124;;;;;;;;62105
2019;57501;2;15;3248;1;23060;335887;2196975,36;6,468950628;;;;;;;;10706072
2020;57501;2;15;3248;1;11777;83322;531098,89;3,146058252;;;;;;;;14541106
2010;34502;4;9;1397;;6691;150981;719782,46;14,51108315;2;4;678;4180;112315;523029,56;16,51764048;10328
2011;34502;3;5;817;;5643;150971;744905;16,12283475;3;5;817;5643;150971;744905;16,12283475;353042
2012;34502;3;5;817;;6079;138511;703643,9;13,74527513;3;5;817;6079;138511;703643,9;13,74527513;5090
2013;34502;3;5;817;;6139;127073;641762,7;12,51621495;2;2;291;2201;57697;257039,4;17,68376595;12731
2014;34502;2;4;678;;5856;124334;620242,2;12,60835351;1;1;152;1643;51637;233419,1;20,67663453;8975
2015;34502;2;4;633;;5770;133402;672242,84;14,66370173;1;1;152;1669;52645;241654,35;20,75186844;4209
2016;34502;2;4;678;;5790;140896;713838,48;14,49079207;2;4;678;5790;140896;713838,48;14,49079207;9130
2017;34502;2;4;633;;6062;142693;727989,67;14,89430993;2;4;633;6062;142693;727989,67;14,89430993;6813
2018;34502;2;4;633;;6059;138749;705841,17;14,47341931;2;4;633;6059;138749;705841,17;14,47341931;7363
2019;34502;3;7;932;;6264;158577;835883,4;16,249658;2;4;633;6072;156504;824293,9;16,36184578;16613
2020;34502;3;7;932;;4106;73430;416263,7;12,32539168;2;4;633;3037;65170;368569,5;13,32349285;5525
2010;67701;5;40;7919;1;78310;2395733;14521309,6;15,62215448;2;7;852;14774;197729;1036544,77;10,82435906;10706072
2011;67701;5;40;7919;1;79465;2489790;14641533,3;15,953775;2;7;852;14625;201096;1051127,57;11,10847802;10210
2012;67701;5;40;7919;1;80533;2258761;13436657,13;14,40546734;2;7;852;14741;183626;936375,49;10,08468065;22463
