annee;numDepartement;nbHabitantsDepartement;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationDepartement
1987;54;711822;;61;15926;;;1541245,563;6267407,622;;;;;;;;;711822
1988;54;711822;;56;14538;;;1304763,391;5574710,696;;;;;;;;;711822
1989;54;711822;;53;13530;;;1253649,494;5635213,843;;;;;;;;;711822
1990;54;711822;;54;13669;;;1281016,917;5981108,777;;;;;;;;;711822
1991;54;711822;;54;13512;;;1226732,587;6060481,424;;;;;;;;;711822
1992;54;711822;25;44;11381;;33441;1182195;5917809,45;15,57092195;;;;;;;;711822
1993;54;711822;22;39;9794;;31679;1434347;7198533,45;20,56626125;;;;;;;;711822
1994;54;711822;23;40;9960;;34972;1349126;6897778,85;17,71763072;;;;;;;;711822
1995;54;713779;23;40;9960;;35572;1426999;7353942,16;18,97939716;;;;;;;;713779
1996;54;713779;24;41;10060;;37579;1441724;7444230,05;18,5834173;;;;;;;;713779
1997;54;713779;25;53;12054;1;40869;1537539;7695911,93;18,49488754;;;;;;;;713779
1998;54;713779;25;53;12160;1;63195;1925718;9893975,59;16,00654519;;;;;;;;713779
1999;54;713779;25;53;12128;1;65270;1667262;8651549,11;13,46095685;;;;;;;;713779
2000;54;713779;24;52;11259;1;61667;1828748;9440776;15,75313732;;;;;;;;713779
2001;54;713779;24;58;12287;1;59718;2092785;10914489,24;18,56649947;;;;;;;;713779
2002;54;713779;22;56;12312;1;67739;2218496;11945283,6;16,86007209;5;8;1359;8072;209785;924329;19,5804372;713779
2003;54;725302;21;55;11920;1;70344;2122364;11433208,4;14,62113975;4;7;1259;7727;159036;693983;15,63717383;725302
2004;54;725302;21;55;11865;1;73214;2506448;13689095,46;16,84431238;7;16;2999;16703;493079;2652135;17,5796206;725302
2005;54;734403;21;64;13306;2;76534;2290628;12552050,9;15,22891594;6;18;3604;22685;577550;3012220;13,60495342;734403
2006;54;734403;20;63;12805;2;89563;2619283;14504112,46;13,87255313;7;21;3842;27354;701429;3671473;14,12409561;734403
2007;54;734403;20;63;12805;2;92044;2511677;14080476,57;12,91320102;6;17;2780;20684;506687;2729438;15,44678542;734403
2008;54;734403;21;64;13017;2;93906;2673680;15403247,54;13,42648499;6;17;2688;20546;505406;2835176;15,9134976;734403
2009;54;734403;20;63;12805;2;92452;2719133;16388848,24;14,05002162;6;18;3604;23992;610370;3489696;13,20284429;734403
2010;54;734403;21;64;13017;2;92539;2698322;16915251,65;14,06185844;5;17;3294;23402;568957;3404098;12,89994846;734403
2011;54;734403;20;63;12805;2;94396;2813693;17710524,06;14,40234373;7;19;3654;24875;656151;3849393;13,96546726;734403
2012;54;734403;20;63;12805;2;94202;2598142;16439631,89;13,22703815;8;21;3937;28769;666683;3970548;12,68527259;734403
2013;54;734403;21;64;12928;2;93528;2447501;15515119,55;12,6336019;8;21;3937;28017;624583;3699510;12,09410968;734403
2014;54;734403;21;64;12928;2;93440;2615223;16208742,89;13,45809545;7;20;3627;27926;648990;3795325;12,76634668;734403
2015;54;734403;21;64;13536;2;93173;2584824;16171760,04;13,28348749;7;20;4269;28569;642129;3724554;11,63675817;734403
2016;54;734403;21;64;12836;2;91560;2595088;16395390,42;13,74405861;8;21;3887;29141;647940;3742274;12,16088311;734403
2017;54;734403;20;63;13335;3;87250;2485770;15900937,62;13,64133556;8;21;4487;30296;641585;3736283;11,206214;734403
2018;54;734403;20;63;12884;3;96695;2346696;15166432,61;12,29203563;7;20;4177;29854;568266;3394524;10,11014724;734403
2019;54;734403;21;67;13435;3;96537;2398556;15864892,09;12,6273551;7;20;4177;29888;594510;3596953;10,70221362;734403
2020;54;734403;21;67;13435;3;47749;765316;4949223,97;8,215554996;7;20;4177;14639;198897;1156616;7,316015437;734403
1966;55;209513;;22;9706;;;704944;251992,8898;;;;;;;;;209513
1967;55;209513;;21;9108;;;609320;243066,8474;;;;;;;;;209513
1968;55;209513;;19;8390;;;587893;233610,4348;;;;;;;;;209513
1969;55;209513;;17;7580;;;476312;222736,2464;;;;;;;;;209513
1970;55;209513;;14;6490;;;454454;224249,4554;;;;;;;;;209513
1971;55;209513;;14;6490;;;410572;224477,2142;;;;;;;;;209513
1972;55;203904;;13;6163;;;376440;237002,7304;;;;;;;;;203904
1973;55;203904;;12;5699;;;327895;240534,0594;;;;;;;;;203904
1974;55;203904;;12;5569;;;333699;286766,2057;;;;;;;;;203904
1975;55;203904;;12;5569;;;336484;346289,4671;;;;;;;;;203904
1976;55;203904;;16;5338;;;297305;368173,5236;;;;;;;;;203904
1977;55;203904;;13;3649;;;334101;498271,6855;;;;;;;;;203904
1978;55;203904;;12;3217;;;370591;609081,0831;;;;;;;;;203904
1979;55;200101;;12;3218;;;363082;656021,9649;;;;;;;;;200101
1980;55;200101;;12;3218;;;326215;736935,3479;;;;;;;;;200101
1981;55;200101;;14;3070;;;372784;938997,0684;;;;;;;;;200101
1982;55;200101;;13;2650;;;410439;1183374,368;;;;;;;;;200101
1983;55;200101;;13;2650;;;359676;1141960,677;;;;;;;;;200101
1984;55;200101;;14;2692;;;293865;1000173,03;;;;;;;;;200101
1985;55;200101;;16;2979;;;264760;968779,356;;;;;;;;;200101
1986;55;200101;;15;2609;;;264770;1040729,4;;;;;;;;;200101
1987;55;196344;;15;2613;;;208533,4705;846088,7687;;;;;;;;;196344
1988;55;196344;;16;2686;;;190721,7122;814583,853;;;;;;;;;196344
1989;55;196344;;16;2561;;;211614,1645;941223,2519;;;;;;;;;196344
1990;55;196344;;16;2561;;;210178,558;949333,9539;;;;;;;;;196344
1991;55;196344;;13;2244;;;175056,8503;836332,8061;;;;;;;;;196344
1992;55;196344;4;13;2151;;6041;157576;775920,9;15,8754754;;;;;;;;196344
1993;55;196344;4;12;1882;;6593;207335;1026409,29;19,15140263;;;;;;;;196344
1994;55;196344;4;12;1882;;6581;167971;842753,35;15,71871739;;;;;;;;196344
1995;55;192198;4;13;2151;;6835;178961;910009,39;15,97559397;;;;;;;;192198
1996;55;192198;4;12;2086;;7189;174614;885500,78;14,52538411;;;;;;;;192198
1997;55;192198;5;12;1967;;7322;189282;934765,19;15,82172991;;;;;;;;192198
1998;55;192198;5;12;1967;;7422;245036;1271684,53;20,8062114;;;;;;;;192198
1999;55;192198;5;12;1967;;7653;189631;973619,79;15,4954126;;;;;;;;192198
2000;55;192198;5;12;1778;;7624;193346;1016040,37;17,57566282;;;;;;;;192198
2001;55;192198;5;12;1778;;8322;223708;1198876,77;18,79084363;;;;;;;;192198
2002;55;192198;5;12;1778;;8349;214086;1182852,58;19,09150252;3;6;834;4325;114336;612020;19,57586985;192198
2003;55;193696;5;12;1778;;9977;213843;1132876,8;15,11583769;3;10;1452;9305;197009;1077266;15,05548495;193696
2004;55;193696;5;12;1778;;10378;262477;1363847,03;18,30790811;4;11;1554;10029;250880;1314111;18,10726795;193696
2005;55;190626;4;11;1447;;9817;219301;1142113,93;17,76291916;4;11;1447;9789;216978;1129280;17,57476106;190626
2006;55;190626;4;11;1447;;10108;257133;1371611,12;19,95649096;4;11;1447;10228;262786;1403149;20,39522906;190626
2007;55;190626;4;11;1447;;10369;240280;1282118,15;18,23566108;4;11;1447;10371;240323;1282279;18,2389245;190626
2008;55;190626;4;11;1447;;10753;252632;1352301,39;18,36028402;4;11;1447;10753;252671;1352469;18,36311838;190626
2009;55;190626;4;11;1447;;10482;247508;1392432,16;18,60994589;4;11;1447;10428;245225;1377736;18,43828878;190626
2010;55;190626;4;11;1447;;10730;233898;1321806,72;17,23891916;4;11;1447;10695;233277;1319284;17,19314977;190626
2011;55;190626;4;11;1447;;11498;273040;1524998,06;18,77633373;4;11;1447;11464;271027;1513842;18,63790435;190626
2012;55;190626;4;11;1447;;11612;244115;1219407,6;16,42897379;4;11;1447;11753;248880;1243761;16,74965896;190626
2013;55;190626;4;11;1447;;11828;225100;1108233,56;14,87635967;4;11;1447;11824;225000;1107618;14,8697509;190626
2014;55;190626;4;11;1447;;12106;248916;1363923,74;16,0972941;4;11;1447;12103;248876;1363784;16,09470731;190626
2015;55;190626;5;16;2295;1;13577;281697;1691666,76;16,63982922;4;15;2091;13327;273251;1642569;16,48052139;190626
2016;55;190626;5;16;2374;1;17922;348925;2128815,83;13,85792691;4;15;2170;17127;326334;2004008;13,7058172;190626
2017;55;190626;5;16;2299;1;18761;361522;2194585,51;13,96423905;4;15;2091;18250;350787;2146360;14,3864159;190626
2018;55;190626;5;16;2301;1;19671;340584;2102326,71;12,42720204;4;15;2091;18838;324730;2017498;12,65346313;190626
2019;55;190626;5;16;2301;1;19317;350689;2165188,56;13,04634444;4;15;2091;18493;334230;2079362;13,29398265;190626
2020;55;190626;5;16;2301;1;9611;105829;640221,06;8,067581403;4;15;2091;9272;101347;617230;8,172018214;190626
1966;56;540474;;42;19588;;;1664353;649847,3223;;;;;;;;;540474
1967;56;540474;;43;19885;;;1566467;676997,4251;;;;;;;;;540474
1968;56;540474;;40;18630;;;1459725;679092,532;;;;;;;;;540474
1969;56;540474;;39;18446;;;1296893;699551,7999;;;;;;;;;540474
1970;56;540474;;40;18648;;;1241515;755046,7485;;;;;;;;;540474
1971;56;540474;;36;17539;;;1208352;821487,3841;;;;;;;;;540474
1972;56;563588;;37;17818;;;1258748;945813,3689;;;;;;;;;563588
1973;56;563588;;37;17818;;;1183766;1045713,21;;;;;;;;;563588
1974;56;563588;;37;17278;;;1182390;1232923,957;;;;;;;;;563588
1975;56;563588;;38;17445;;;1242563;1507535,555;;;;;;;;;563588
1976;56;563588;;39;16873;;;1292834;1746237,177;;;;;;;;;563588
1977;56;563588;;39;16873;;;1177328;1751081,397;;;;;;;;;563588
1978;56;563588;;40;16472;;;1279237;2109338,417;;;;;;;;;563588
1979;56;590889;;43;16750;;;1327123;2518917,551;;;;;;;;;590889
1980;56;590889;;43;16476;;;1275744;3062701,976;;;;;;;;;590889
1981;56;590889;;46;15202;;;1366943;3720033,325;;;;;;;;;590889
1982;56;590889;;51;15879;;;1665944;5044283,848;;;;;;;;;590889
1983;56;590889;;52;15791;;;1525451;5101225,08;;;;;;;;;590889
1984;56;590889;;55;15329;;;1484779;5218523,47;;;;;;;;;590889
1985;56;590889;;53;14376;;;1456822;5426016,644;;;;;;;;;590889
1986;56;590889;;53;14260;;;1372569;5324017,691;;;;;;;;;590889
1987;56;619838;;51;13308;;;1086144,508;4461372,829;;;;;;;;;619838
1988;56;619838;;48;11686;;;977080,3873;4295252,267;;;;;;;;;619838
1989;56;619838;;48;11557;;;911506,3958;4120867,766;;;;;;;;;619838
1990;56;619838;;47;10468;;;942998,8888;4369873,739;;;;;;;;;619838
1991;56;619838;;50;10746;;;926502,3989;4485583,28;;;;;;;;;619838
1992;56;619838;31;48;10907;;32402;909775;4513536,49;15,26082247;;;;;;;;619838
1993;56;619838;32;49;11027;;32263;1093215;5391790,66;18,11420342;;;;;;;;619838
1994;56;619838;33;53;11505;;33812;1011636;4979725,63;16,45036625;;;;;;;;619838
1995;56;643873;31;52;11170;;36866;1054113;5558353,14;15,86687523;;;;;;;;643873
1996;56;643873;32;54;11467;;36927;1096629;5866513,1;16,58232325;;;;;;;;643873
1997;56;643873;32;54;11467;;38634;1202230;6395243,99;17,16996556;;;;;;;;643873
1998;56;643873;31;53;11510;;36881;1403435;7568662,86;20,90262723;;;;;;;;643873
1999;56;643873;34;77;15499;2;59000;1334802;7067713,49;13,18308771;;;;;;;;643873
2000;56;643873;30;69;13877;2;74697;1502732;7898497,06;11,63652774;;;;;;;;643873
2001;56;643873;29;68;13544;2;70980;1765936;9313188,93;14,23336258;;;;;;;;643873
2002;56;643873;28;61;12148;2;59958;1682792;9061351,04;16,35430426;16;27;4979;16672;667105;3558181;22,90973029;643873
2003;56;694821;28;63;12388;2;62346;1597352;8792956,46;14,99823854;18;31;5806;17152;621174;3325488;20,45588365;694821
2004;56;694821;26;59;12222;2;60475;1859656;10527277,63;17,03964429;16;29;5404;17909;786421;4326451;24,49947055;694821
2005;56;744813;27;66;13657;2;59044;1541728;8835601,71;14,54300404;20;33;6521;18178;651747;3559944;19,54838303;744813
2006;56;744813;28;71;14451;2;73786;1949648;11341918,34;14,15495387;17;30;5650;17318;593653;3206568;19,06251375;744813
2007;56;744813;27;70;14112;2;75243;1876443;10948905,84;13,48250207;17;30;5648;17737;539133;2942534;16,76525355;744813
2008;56;744813;29;72;14288;2;77967;2047666;12055150,25;14,20826976;19;36;6502;25765;713114;3908069;16,0354225;744813
2009;56;744813;30;73;14487;2;78192;2173491;13265020,62;15,15434381;15;31;5519;24913;675085;3763812;15,76697247;744813
2010;56;744813;30;73;14322;2;79185;2177987;13626741,96;15,07198612;20;36;6665;27106;714819;3966823;15,07000154;744813
2011;56;744813;29;72;14322;2;81357;2370776;14985715,13;15,90037951;20;37;6760;29014;830201;4711082;16,33106262;744813
2012;56;744813;28;71;13513;2;82735;2205095;13890437,29;14,45866279;21;38;6933;30869;767768;4387177;14,2791491;744813
2013;56;744813;28;71;13513;2;83647;2029642;12696414,58;13,09794181;21;38;6911;31128;699473;3927795;12,77098306;744813
2014;56;744813;28;71;13513;2;85555;2242472;13873250,97;14,1770148;22;39;7119;33225;787155;4322362;13,42567767;744813
2015;56;744813;28;75;14411;3;90573;2288315;14430462,67;13,53881775;22;41;7629;36466;842417;4742649;12,75878849;744813
2016;56;744813;27;74;14152;3;97361;2406071;15067650,86;13,52221805;22;41;7638;40019;949440;5356985;13,30754166;744813
2017;56;744813;27;76;14305;3;97600;2442397;15607400,76;13,54591265;24;45;8276;41487;1030781;5877714;14,13779918;744813
2018;56;744813;27;76;14305;3;100372;2301921;14839215,84;12,48638086;24;45;8276;43476;975839;5621809;12,81057814;744813
2019;56;744813;27;76;14305;3;100605;2475891;16221009,42;13,46166738;20;40;7150;42652;1013031;5928188;13,77239884;744813
2020;56;744813;26;76;14126;3;49584;758073;4894974,71;8,402376557;21;41;7386;20551;327567;1903791;9,265329074;744813
1966;57;971314;;109;50789;;;5187450;1762927,753;;;;;;;;;971314
1967;57;971314;;100;47581;;;4519226;1760696,509;;;;;;;;;971314
1968;57;971314;;94;45881;;;4183237;1744375,775;;;;;;;;;971314
1969;57;971314;;82;41469;;;3490945;1694291,547;;;;;;;;;971314
1970;57;971314;;71;36699;;;3441939;1790812,355;;;;;;;;;971314
1971;57;971314;;62;33436;;;3230091;1852962,466;;;;;;;;;971314
1972;57;1006373;;61;30046;;;3038639;2013803,344;;;;;;;;;1006373
1973;57;1006373;;60;27215;;;2645029;2297583,836;;;;;;;;;1006373
1974;57;1006373;;57;25958;;;2831177;2906701,506;;;;;;;;;1006373
1975;57;1006373;;53;24159;;;2828831;3357134,385;;;;;;;;;1006373
1976;57;1006373;;56;24246;;;2655359;3575953,607;;;;;;;;;1006373
1977;57;1006373;;54;23192;;;2477465;3714888,476;;;;;;;;;1006373
1978;57;1006373;;55;23054;;;2639020;4312573,538;;;;;;;;;1006373
1979;57;1007189;;55;22447;;;2513728;4460918,78;;;;;;;;;1007189
1980;57;1007189;;53;20886;;;2379179;5499241,261;;;;;;;;;1007189
1981;57;1007189;;58;21725;;;2514886;6644917,731;;;;;;;;;1007189
1982;57;1007189;;56;18886;;;2638652;7885039,568;;;;;;;;;1007189
1983;57;1007189;;63;21095;;;2524827;8054710,903;;;;;;;;;1007189
1984;57;1007189;;71;21984;;;2366944;8149641,059;;;;;;;;;1007189
1985;57;1007189;;75;20790;;;2276779;8694937,321;;;;;;;;;1007189
1986;57;1007189;;69;17169;;;2266506;9185285,327;;;;;;;;;1007189
1987;57;1011302;;66;15630;;;1754929,615;7405993,101;;;;;;;;;1011302
1988;57;1011302;;64;14450;;;1500757,471;6611061,057;;;;;;;;;1011302
1989;57;1011302;;70;15684;;;1525999,475;6975662,201;;;;;;;;;1011302
1990;57;1011302;;63;14086;;;1667935,212;7731780,814;;;;;;;;;1011302
1991;57;1011302;;62;13646;;;1539991,889;7455740,943;;;;;;;;;1011302
1992;57;1011302;27;60;13012;;46288;1471213;7399733,27;14,08813683;;;;;;;;1011302
1993;57;1011302;25;58;12686;;47359;1755710;8893610,7;16,11761782;;;;;;;;1011302
1994;57;1011302;24;57;12373;;48220;1604770;8475451,53;14,68868656;;;;;;;;1011302
1995;57;1023447;26;72;16841;1;68179;2073116;11161920,21;12,56306558;;;;;;;;1023447
1996;57;1023447;26;72;16841;1;69119;2369898;12917642,96;13,9249854;;;;;;;;1023447
1997;57;1023447;26;72;16841;1;71382;2824704;14598868,78;16,05351079;;;;;;;;1023447
1998;57;1023447;26;73;16780;1;65986;3166143;16613297,23;19,90139261;;;;;;;;1023447
1999;57;1023447;26;81;19142;2;69992;2846110;14978914,5;16,99503556;;;;;;;;1023447
2000;57;1023447;24;86;19567;3;74637;3119804;17734889,96;17,86636232;;;;;;;;1023447
2001;57;1023447;22;79;17866;3;86225;3459192;19714920,77;17,13440653;;;;;;;;1023447
2002;57;1023447;22;79;17866;3;87779;3168998;18223451,77;15,6154099;12;23;4187;19630;540239;2609361;15,84989281;1023447
2003;57;1036721;23;89;20345;4;98259;2995834;17197644,3;12,99101303;10;21;3722;19280;469759;2219723;13,95198885;1036721
2004;57;1036721;21;87;18943;4;106513;3357647;19089511,7;14,02425959;10;21;3379;20369;515939;2490700;16,35400204;1036721
2005;57;1044486;22;92;19860;5;103034;2993969;17248742,73;12,66447652;7;21;3565;18208;421470;2071971;13,0643447;1044486
2006;57;1044486;19;87;18986;5;106018;3202961;18670171,87;13,04923463;9;29;4710;25400;534634;2713010;12,40214446;1044486
2007;57;1044486;19;85;18798;5;106682;3021076;17707418,43;12,27284734;10;28;4680;26387;501035;2564801;11,18189258;1044486
2008;57;1044486;19;85;18798;5;115438;3202357;18787916,77;12,02233713;8;22;3748;21968;482302;2518400;12,82130896;1044486
2009;57;1044486;19;84;18629;5;112844;3356691;20526635,3;12,9646855;8;21;3508;22649;520194;2744782;13,32739631;1044486
2010;57;1044486;19;84;18629;5;111392;3216326;20382563;12,60391444;7;20;3350;22054;496930;2765027;13,14011558;1044486
2011;57;1044486;19;84;18629;5;113443;3416751;21894843,09;13,19577037;9;22;3702;23248;571115;3224492;14,38779053;1044486
2012;57;1044486;19;84;18629;5;114243;3085033;20251529,15;11,72138717;8;21;3508;23605;509520;2903799;12,75499923;1044486
2013;57;1044486;20;85;19032;5;111837;2841366;18814337,91;10,92654092;8;21;3508;23099;460764;2627631;11,58445661;1044486
2014;57;1044486;20;85;19118;5;116586;3178426;20517983,33;11,79221066;8;23;3864;26638;565850;3157569;12,41523424;1044486
2015;57;1044486;19;86;19035;5;118259;3150990;20724682,2;11,68013729;8;23;3914;27771;590096;3378773;12,49117822;1044486
2016;57;1044486;19;85;18775;5;120365;3159097;20957524,11;11,73360404;8;23;3814;27610;610333;3548458;13,19587847;1044486
2017;57;1044486;18;85;18711;5;122261;3028389;20420166,96;10,94524956;8;23;3819;28215;610238;3598329;13,19313706;1044486
2018;57;1044486;18;85;18711;5;114649;2666097;18292729,69;10,1639489;8;23;3819;25622;557346;3302153;13,10639098;1044486
2019;57;1044486;17;81;17523;5;118630;2884935;20621456,83;11,00642332;7;19;3155;20889;489833;2994914;14,17793352;1044486
2020;57;1044486;17;81;17523;5;58328;806509;5676623,99;6,184029923;9;27;4321;16381;216231;1281161;8,599507329;1044486
1966;58;247702;;22;8960;;;636774;288158,0652;;;;;;;;;247702
1967;58;247702;;22;8956;;;575646;308575,5621;;;;;;;;;247702
1968;58;247702;;21;8547;;;515328;283026,0215;;;;;;;;;247702
1969;58;247702;;17;7181;;;439600;270485,4129;;;;;;;;;247702
1970;58;247702;;16;6901;;;429881;294970,7069;;;;;;;;;247702
1971;58;247702;;16;6903;;;393149;282605,1098;;;;;;;;;247702
1972;58;245212;;17;7985;;;419907;324881,0517;;;;;;;;;245212
1973;58;245212;;19;7280;;;427224;385039,873;;;;;;;;;245212
1974;58;245212;;17;6588;;;491272;514241,0249;;;;;;;;;245212
1975;58;245212;;16;6088;;;475243;567145,4074;;;;;;;;;245212
1976;58;245212;;16;6088;;;462125;616778,5388;;;;;;;;;245212
1977;58;245212;;15;5887;;;416848;607064,6399;;;;;;;;;245212
1978;58;245212;;14;4466;;;461691;742096,9667;;;;;;;;;245212
1979;58;239635;;14;4466;;;469165;835108,8562;;;;;;;;;239635
1980;58;239635;;13;4130;;;413680;960640,5603;;;;;;;;;239635
1981;58;239635;;14;4256;;;446297;1184658,903;;;;;;;;;239635
1982;58;239635;;16;4600;;;503036;1463372,904;;;;;;;;;239635
1983;58;239635;;18;4869;;;524847;1691960,906;;;;;;;;;239635
1984;58;239635;;20;5175;;;515432;1724454,499;;;;;;;;;239635
1985;58;239635;;26;6110;;;472201;1693309,165;;;;;;;;;239635
1986;58;239635;;24;5659;;;457189;1724600,309;;;;;;;;;239635
1987;58;233278;;24;5686;;;322181,1065;1220930,491;;;;;;;;;233278
1988;58;233278;;22;5040;;;281528,3715;1090890,326;;;;;;;;;233278
1989;58;233278;;22;5040;;;248053,0085;997123,4978;;;;;;;;;233278
1990;58;233278;;20;3624;;;224649,7747;961004,3801;;;;;;;;;233278
1991;58;233278;;16;2852;;;214180,1273;964242,0102;;;;;;;;;233278
1992;58;233278;9;17;3026;;8957;216974;999454,21;13,76896712;;;;;;;;233278
1993;58;233278;9;17;3026;;9299;291269;1348851,78;17,53047395;;;;;;;;233278
1994;58;233278;9;17;3026;;9428;257591;1224182,65;15,98813014;;;;;;;;233278
1995;58;225198;9;19;3237;1;10525;304191;1459313,38;16,49469275;;;;;;;;225198
1996;58;225198;9;19;3246;1;13804;312009;1537930,02;13,60446423;;;;;;;;225198
1997;58;225198;9;19;3246;1;14049;336537;1670223,09;14,49518998;;;;;;;;225198
1998;58;225198;9;20;3356;1;14326;403909;2075882,33;17,51610739;;;;;;;;225198
1999;58;225198;9;20;3356;1;15221;330050;1658714,16;13,76762354;;;;;;;;225198
2000;58;225198;10;21;4211;1;15958;326665;1673716,31;13,12254403;;;;;;;;225198
2001;58;225198;10;21;4211;1;15470;386380;2020741,19;15,67265495;;;;;;;;225198
2002;58;225198;10;21;4211;1;14889;354871;1918521,76;14,84348858;6;17;2670;14328;336199;1852667;15,07014001;225198
2003;58;222220;10;21;4211;1;14788;319473;1761029,5;13,54804811;6;17;2670;14124;300462;1697267;13,72381184;222220
2004;58;222220;9;20;3310;1;15552;357837;1986998,7;14,86777442;6;17;2624;14711;332860;1886350;14,72895727;222220
2005;58;211747;10;21;3906;1;15877;288018;1644488,2;12,04329797;6;17;2624;15169;270905;1576558;11,81128282;211747
2006;58;211747;9;20;3051;1;15624;338212;1948392,69;14,18724485;6;17;2624;15064;326671;1925054;14,3359123;211747
2007;58;211747;9;20;3051;1;15189;317159;1828819,11;13,67556858;5;16;2445;14360;298430;1757427;13,60707059;211747
2008;58;211747;9;20;3051;1;15408;311829;1831039,87;13,25072866;5;16;2445;14647;295362;1764293;13,21018935;211747
2009;58;211747;9;20;3051;1;15314;324712;1730956,99;14,01731141;2;10;1471;10436;214455;1134306;14,01448664;211747
2010;58;211747;9;20;3051;1;15759;327993;1867777,2;13,87570152;5;16;2445;14724;308885;1795321;13,81455397;211747
2011;58;211747;9;20;3051;1;15901;352247;2044505,8;14,74010124;5;15;2251;14045;320157;1880515;15,08250087;211747
2012;58;211747;9;22;3697;1;18575;353582;2141566,79;10,57836315;5;16;2731;15503;306649;1885367;10,78463818;211747
2013;58;211747;9;22;3697;1;24047;389856;2384823,25;9,398896933;6;18;3076;22070;365969;2258234;9,450836638;211747
2014;58;211747;9;22;3697;1;24466;461042;2781987,18;10,94224304;7;19;3254;22703;433025;2630654;10,87275841;211747
2015;58;211747;9;22;3867;1;24553;473710;2932730,54;11,13544858;7;19;3439;22618;441583;2754602;10,97707428;211747
2016;58;211747;9;22;3582;1;24800;499218;3089144,16;12,12969265;6;17;2794;21058;434528;2730131;12,11247457;211747
2017;58;211747;9;22;3867;1;25121;501215;3088138,78;11,43336897;7;19;3439;23189;480225;2993139;11,73406643;211747
2018;58;211747;10;23;3931;1;25128;472124;2933494,56;10,68853921;8;20;3624;23242;448245;2804812;10,69759605;211747
2019;58;211747;10;23;3931;1;25049;500614;3134201,09;11,52072545;8;20;3624;23102;469869;2971073;11,39852292;211747
2020;58;211747;10;23;3931;1;12333;149334;926682,05;6,998834887;9;21;3688;11419;140890;881876;6,968560116;211747
1966;59;2418847;;258;150101;;;10657025;4113909,448;;;;;;;;;2418847
1967;59;2418847;;224;134970;;;9270995;4155609,285;;;;;;;;;2418847
1968;59;2418847;;197;122068;;;8344639;3896547,03;;;;;;;;;2418847
1969;59;2418847;;180;112935;;;7504427;3964104,05;;;;;;;;;2418847
1970;59;2418847;;167;103589;;;7502583;4389510,288;;;;;;;;;2418847
1971;59;2418847;;159;98339;;;7281338;4676171,456;;;;;;;;;2418847
1972;59;2511478;;162;94432;;;7617859;5552819,468;;;;;;;;;2511478
1973;59;2511478;;157;89975;;;6905856;6120046,436;;;;;;;;;2511478
1974;59;2511478;;151;85905;;;6892573;7131796,596;;;;;;;;;2511478
1975;59;2511478;;152;84798;;;6646225;8213161,686;;;;;;;;;2511478
1976;59;2511478;;161;82003;;;6002936;8798596,097;;;;;;;;;2511478
1977;59;2511478;;144;71082;;;5790468;9299484,57;;;;;;;;;2511478
1978;59;2511478;;145;64526;;;6023466;10570030,35;;;;;;;;;2511478
1979;59;2520526;;141;57954;;;5627071;10831298,55;;;;;;;;;2520526
1980;59;2520526;;139;54149;;;5326617;12689274,3;;;;;;;;;2520526
1981;59;2520526;;136;46496;;;5919889;15804008,49;;;;;;;;;2520526
1982;59;2520526;;134;43030;;;6230851;18515155,72;;;;;;;;;2520526
1983;59;2520526;;131;39834;;;6121509;19519530,55;;;;;;;;;2520526
1984;59;2520526;;134;39432;;;5579351;18615559,56;;;;;;;;;2520526
1985;59;2520526;;142;39958;;;5138377;18136664,75;;;;;;;;;2520526
1986;59;2520526;;140;36780;;;4968864;18485972,13;;;;;;;;;2520526
1987;59;2531855;;153;38201;;;3991475,863;15350683,6;;;;;;;;;2531855
1988;59;2531855;;142;33283;;;3557989,381;14692188,8;;;;;;;;;2531855
1989;59;2531855;;142;33098;;;3428196,482;14903378,64;;;;;;;;;2531855
1990;59;2531855;;127;29771;;;3513304,034;15772610,06;;;;;;;;;2531855
1991;59;2531855;;126;27892;;;3367553,416;16114088,24;;;;;;;;;2531855
1992;59;2531855;51;128;29226;3;108825;3438748;16593365,28;16,15511323;;;;;;;;2531855
1993;59;2531855;50;125;28765;3;111578;4274963;20798996,54;19,10577154;;;;;;;;2531855
1994;59;2531855;50;130;29472;3;119366;3769277;18434889,3;16,14947099;;;;;;;;2531855
1995;59;2555020;50;129;28797;3;118224;3911781;19111109,67;17,28545383;;;;;;;;2555020
1996;59;2555020;52;167;40094;5;144874;4549528;22815940,01;15,35264845;;;;;;;;2555020
1997;59;2555020;53;164;39606;5;173036;5959397;30425420,97;15,43642729;;;;;;;;2555020
1998;59;2555020;53;153;36880;4;152180;7024540;36653846,18;21,11964477;;;;;;;;2555020
1999;59;2555020;49;162;37986;5;159406;6263222;32564337,04;18,13544838;;;;;;;;2555020
2000;59;2555020;48;160;37558;5;183575;6707685;36035618,24;17,17390615;;;;;;;;2555020
2001;59;2555020;47;152;36038;5;180620;7232011;39007215,31;18,56461453;;;;;;;;2555020
2002;59;2555020;47;150;34505;5;174063;6858422;37546130,14;18,16533511;20;47;8437;55320;1405765;6509562;15,43293603;2555020
2003;59;2565257;47;147;33972;5;171796;6275122;34928590,17;16,75529802;19;33;5688;37128;912198;4105401;16,54477819;2565257
