annee;numDepartement;nbHabitantsDepartement;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationDepartement
1976;90;128125;;10;4377;;;362741;539922,5864;;;;;;;;;128125
1977;90;128125;;10;4377;;;408743;685101,9198;;;;;;;;;128125
1978;90;128125;;9;4027;;;441615;805734,3698;;;;;;;;;128125
1979;90;131999;;8;3610;;;426867;846279,4055;;;;;;;;;131999
1980;90;131999;;10;3758;;;410389;1039577,747;;;;;;;;;131999
1981;90;131999;;13;3249;;;463527;1354632,849;;;;;;;;;131999
1982;90;131999;;13;3249;;;512310;1694007,077;;;;;;;;;131999
1983;90;131999;;13;3249;;;497724;1782718,684;;;;;;;;;131999
1984;90;131999;;14;3319;;;454106;1687320,053;;;;;;;;;131999
1985;90;131999;;14;3319;;;386682;1528539,218;;;;;;;;;131999
1986;90;131999;;13;2979;;;359256;1457571,426;;;;;;;;;131999
1987;90;134097;;12;2053;;;305830,2818;1270630,654;;;;;;;;;134097
1988;90;134097;;12;2053;;;273243,6579;1159962,007;;;;;;;;;134097
1989;90;134097;;12;2053;;;273900,9166;1189059,008;;;;;;;;;134097
1990;90;134097;;11;2125;;;279290,0888;1238962,413;;;;;;;;;134097
1991;90;134097;;11;2125;;;270167,0273;1261526,583;;;;;;;;;134097
1992;90;134097;4;12;2098;;10890;275893;1291485,73;16,78713266;;;;;;;;134097
1993;90;134097;4;12;2098;;11016;324957;1494381,97;19,75863308;;;;;;;;134097
1994;90;134097;4;12;2098;;9634;275911;1248604,62;19,41148743;;;;;;;;134097
1995;90;137408;4;12;2098;;12226;312951;1428206,03;16,90811782;;;;;;;;137408
1996;90;137408;4;12;2098;;12036;313960;1438007,2;17,18604512;;;;;;;;137408
1997;90;137408;4;12;2098;;12174;347861;1574252,66;18,6669178;;;;;;;;137408
1998;90;137408;4;12;2060;;12520;405323;1852259,4;21,95404266;;;;;;;;137408
1999;90;137408;4;12;2060;;12464;337633;1556031,71;18,24671405;;;;;;;;137408
2000;90;137408;4;12;2060;;12980;312509;1460303,5;17,15233358;;;;;;;;137408
2001;90;137408;4;12;2060;;13005;350619;1656954,49;18,44623367;;;;;;;;137408
2002;90;137408;5;26;5038;1;14152;359999;1815586,62;16,21701124;2;10;1397;10794;257634;1304626;17,03812505;137408
2003;90;141201;3;16;3641;1;24654;531632;2922831,65;10,24346811;1;14;2978;24029;515960;2876847;10,22223798;141201
2004;90;141201;3;16;3636;1;24265;639704;3835173,51;12,63013329;1;14;2973;23343;615080;3727562;12,49706408;141201
2005;90;144483;3;16;3121;1;24263;521304;3203592,58;10,58620912;1;14;2973;23595;504105;3131629;10,35555287;144483
2006;90;144483;3;16;3121;1;24612;519320;3241592,7;10,29474384;1;14;2973;24295;515407;3268762;10,32875827;144483
2007;90;144483;3;16;3121;1;23776;440297;2722166,15;8,946187594;1;14;2973;23196;427232;2681590;8,7737435;144483
2008;90;144483;3;16;3121;1;25689;491743;2999985,56;9,288748469;1;14;2973;25062;476790;2952582;9,097759267;144483
2009;90;144483;3;16;3121;1;24105;469301;2993091,21;9,561414589;1;14;2973;23418;451680;2919424;9,297505988;144483
2010;90;144483;3;16;3121;1;24151;518174;3212039,02;10,50399616;1;14;2973;23486;504066;3164795;10,32577445;144483
2011;90;144483;3;16;3121;1;24308;551671;3182059,54;11,17015385;1;14;2973;23649;536136;3121331;10,97330418;144483
2012;90;144483;3;16;3121;1;23272;513768;3116419,76;10,77805495;1;14;2973;23033;513919;3145534;10,89001785;144483
2013;90;144483;3;16;3121;1;24163;493429;3121695,78;9,982255934;1;14;2973;23628;484064;3087770;9,89654975;144483
2014;90;144483;3;16;3121;1;24915;504620;3296017,76;9,811576969;1;14;2973;24473;497542;3271134;9,766940236;144483
2015;90;144483;2;15;3086;1;24484;499208;3334245,53;10,00222602;1;14;2973;23869;487324;3275792;9,869813186;144483
2016;90;144483;2;15;3086;1;24438;512608;3471026,92;10,31066477;1;14;2973;23800;497969;3395402;10,12483396;144483
2017;90;144483;2;15;3086;1;26344;490972;3375003,77;8,943738853;1;14;2973;26164;492280;3417862;9,058184687;144483
2018;90;144483;2;15;3086;1;25997;477569;3251558,97;8,79615449;1;14;2973;25445;468271;3218494;8,724588505;144483
2019;90;144483;2;15;3086;1;25086;495445;3493841,05;9,448277572;1;14;2973;24587;486501;3460028;9,379788092;144483
2020;90;144483;2;15;3086;1;11901;156517;1118210,4;6,269125766;1;14;2973;11645;153065;1105313;6,203581554;144483
1966;91;673325;;47;19536;;;1590260;672738,6094;;;;;;;;;673325
1967;91;673325;;44;18587;;;1499498;701061,8074;;;;;;;;;673325
1968;91;673325;;41;17817;;;1541253;756333,4182;;;;;;;;;673325
1969;91;673325;;40;17253;;;1356253;756447,2976;;;;;;;;;673325
1970;91;673325;;39;16313;;;1466832;978994,2024;;;;;;;;;673325
1971;91;673325;;39;16353;;;1421383;1096629,2;;;;;;;;;673325
1972;91;923063;;43;15765;;;1491799;1308793,259;;;;;;;;;923063
1973;91;923063;;45;15327;;;1449592;1529369,608;;;;;;;;;923063
1974;91;923063;;52;17051;;;1566819;1937888,612;;;;;;;;;923063
1975;91;923063;;55;15446;;;1896980;2685926,669;;;;;;;;;923063
1976;91;923063;;56;14942;;;1983298;3206663,547;;;;;;;;;923063
1977;91;923063;;56;14044;;;1933378;3378742,966;;;;;;;;;923063
1978;91;923063;;61;14004;;;2064464;3863518,34;;;;;;;;;923063
1979;91;988000;;60;13348;;;2043399;4242974,158;;;;;;;;;988000
1980;91;988000;;61;13388;;;1942032;4952355,261;;;;;;;;;988000
1981;91;988000;;58;12740;;;2217091;6269993,917;;;;;;;;;988000
1982;91;988000;;64;13366;;;2352936;7235510,559;;;;;;;;;988000
1983;91;988000;;67;13798;;;2455273;8046033,505;;;;;;;;;988000
1984;91;988000;;61;13066;;;2279432;7830973,982;;;;;;;;;988000
1985;91;988000;;61;12973;;;2082571;7496617,919;;;;;;;;;988000
1986;91;988000;;63;13202;;;1975223;7607445,79;;;;;;;;;988000
1987;91;1084824;;66;14039;;;1723260,356;6789969,204;;;;;;;;;1084824
1988;91;1084824;;66;14001;;;1634133,511;6760361,696;;;;;;;;;1084824
1989;91;1084824;;64;13781;;;1605341,43;6954438,451;;;;;;;;;1084824
1990;91;1084824;;62;13280;;;1746558,647;7644235,922;;;;;;;;;1084824
1991;91;1084824;;61;13133;;;1660659,295;7693676,045;;;;;;;;;1084824
1992;91;1084824;29;67;13813;;57703;1648035;7944357,54;14,99543732;;;;;;;;1084824
1993;91;1084824;30;69;13710;;64506;2139970;10286563,62;17,47745071;;;;;;;;1084824
1994;91;1084824;30;69;13710;;67517;2048080;9831045,86;16,16449127;;;;;;;;1084824
1995;91;1134238;31;72;14150;;67502;2070080;10146849,81;16,41420168;;;;;;;;1134238
1996;91;1134238;32;73;14504;;71950;2093296;10312253,09;15,81148904;;;;;;;;1134238
1997;91;1134238;32;73;14524;;68564;2097191;10408593,1;16,72172693;;;;;;;;1134238
1998;91;1134238;32;69;13639;;64214;2249406;11431419,59;19,51380615;;;;;;;;1134238
1999;91;1134238;32;69;13717;;65358;1836675;9191801,73;15,37386446;;;;;;;;1134238
2000;91;1134238;32;69;13501;;56995;1750099;8960566,36;17,68003394;;;;;;;;1134238
2001;91;1134238;33;77;15127;1;61823;2005806;10258952,21;18,30815718;;;;;;;;1134238
2002;91;1134238;33;77;14414;1;84719;2253047;11232648,31;14,37978223;16;33;6198;27089;846474;4014899;16,68649131;1134238
2003;91;1198273;33;77;14413;1;85361;1967791;10077743,74;12,61147003;19;38;7453;34905;871660;4138787;12,99817761;1198273
2004;91;1198273;33;77;14475;1;85736;2161526;11192293,41;13,76260076;21;42;8175;35832;1014671;4853097;14,58228122;1198273
2005;91;1276233;33;75;13854;1;84250;1883235;9637570,45;12,69333948;18;35;6339;32490;800433;3680596;14,19806585;1276233
2006;91;1276233;32;74;13481;1;86077;2027880;10543461,75;13,26541579;19;38;6885;35825;905417;4247205;14,67208965;1276233
2007;91;1276233;32;74;13481;1;86387;1906828;9925885,45;12,46108826;19;38;6885;36564;826689;3854606;13,11421656;1276233
2008;91;1276233;33;78;14026;1;88183;1924278;10171108,06;12,32459445;16;34;5901;33788;732173;3437763;12,792288;1276233
2009;91;1276233;31;75;13361;1;91732;2045878;11139055,25;12,89831681;17;35;6056;34099;753099;3530184;12,971427;1276233
2010;91;1276233;29;73;12968;1;90614;2016135;11243884,57;12,81722413;18;36;6434;34278;774139;3622243;13,05563993;1276233
2011;91;1276233;30;74;13182;1;89324;2091046;11829664,87;13,58983303;18;39;6833;39375;999014;4938096;15,34300661;1276233
2012;91;1276233;31;75;13371;1;90504;2009305;11520877,19;12,9488798;18;39;6833;39387;958324;4829185;15,48560197;1276233
2013;91;1276233;31;75;13371;1;93775;1833384;10351814,56;11,13285939;20;41;7193;42871;946659;4717717;13,06058653;1276233
2014;91;1276233;31;74;13273;1;93780;1983346;11099440,54;11,96156346;20;41;7193;42310;1023467;5028175;14,23848499;1276233
2015;91;1276233;31;75;13372;1;96058;1856647;10708619,53;11,1161031;18;37;6564;40364;858213;4349316;12,64119308;1276233
2016;91;1276233;30;74;12913;1;97702;1993855;11328494,49;11,89869547;17;38;6455;43941;1022638;5061056;14,04659819;1276233
2017;91;1276233;32;86;15160;2;100066;2022386;11958554,4;11,57675936;18;39;6630;44694;1020574;5047031;13,89309153;1276233
2018;91;1276233;31;93;16252;3;125698;2376827;15175384,67;10,70119591;17;38;6418;43985;871931;4287160;11,79055823;1276233
2019;91;1276233;32;95;17049;3;138864;2850700;19325189,12;11,96788374;17;35;5832;40240;854386;4211735;12,86080539;1276233
2020;91;1276233;33;95;16959;3;62644;837169;5433994,09;7,722688396;18;40;6608;24481;315793;1565422;7,934991929;1276233
1966;92;1461619;;70;51302;;;4395940;1907893,963;;;;;;;;;1461619
1967;92;1461619;;67;49236;;;4003014;1890854,279;;;;;;;;;1461619
1968;92;1461619;;67;47681;;;3879729;1980255,566;;;;;;;;;1461619
1969;92;1461619;;64;43359;;;3022215;1723136,12;;;;;;;;;1461619
1970;92;1461619;;63;42215;;;2917863;1881933,572;;;;;;;;;1461619
1971;92;1461619;;59;36143;;;2640921;1886514,665;;;;;;;;;1461619
1972;92;1438930;;54;33133;;;2629431;2200291,33;;;;;;;;;1438930
1973;92;1438930;;51;29862;;;2204260;2118475,601;;;;;;;;;1438930
1974;92;1438930;;48;26848;;;1782225;1939506,553;;;;;;;;;1438930
1975;92;1438930;;48;25808;;;1490068;1878869,804;;;;;;;;;1438930
1976;92;1438930;;43;20275;;;1296811;1890350,282;;;;;;;;;1438930
1977;92;1438930;;34;14681;;;1093102;1720144,918;;;;;;;;;1438930
1978;92;1438930;;38;16216;;;1098679;1830763,449;;;;;;;;;1438930
1979;92;1387039;;43;16438;;;1156106;2133842,615;;;;;;;;;1387039
1980;92;1387039;;41;14332;;;1321511;3076929,28;;;;;;;;;1387039
1981;92;1387039;;59;17395;;;2063486;5760175,286;;;;;;;;;1387039
1982;92;1387039;;57;15758;;;2403323;7536874,673;;;;;;;;;1387039
1983;92;1387039;;57;15656;;;2526648;8499345,841;;;;;;;;;1387039
1984;92;1387039;;58;15946;;;2496464;8808488,666;;;;;;;;;1387039
1985;92;1387039;;59;16363;;;2319366;8688054,095;;;;;;;;;1387039
1986;92;1387039;;58;15632;;;2190579;8697294,516;;;;;;;;;1387039
1987;92;1391658;;60;16045;;;1823350,511;7495017,498;;;;;;;;;1391658
1988;92;1391658;;59;15873;;;1664370,117;7177098,511;;;;;;;;;1391658
1989;92;1391658;;56;15131;;;1574757,266;6944280,433;;;;;;;;;1391658
1990;92;1391658;;58;16188;;;1535787,384;6974248,356;;;;;;;;;1391658
1991;92;1391658;;57;16147;;;1444383,791;6588371,138;;;;;;;;;1391658
1992;92;1391658;36;57;15191;1;47375;1750255;8628832,04;16,49886778;;;;;;;;1391658
1993;92;1391658;37;57;15305;1;47638;2002563;10053011,61;17,84648495;;;;;;;;1391658
1994;92;1391658;37;57;15121;1;50213;1986139;9993003,41;17,11524102;;;;;;;;1391658
1995;92;1428881;36;57;14978;1;51706;2039815;10249797,1;17,00130464;;;;;;;;1428881
1996;92;1428881;37;75;18084;2;75992;2308518;11442609,78;14,23552936;;;;;;;;1428881
1997;92;1428881;37;76;18119;2;88118;2844961;14098428,66;15,50210818;;;;;;;;1428881
1998;92;1428881;39;78;20254;2;86445;3363594;17254113,9;18,82338312;;;;;;;;1428881
1999;92;1428881;38;80;18436;2;92244;3198995;16308603,39;16,95318782;;;;;;;;1428881
2000;92;1428881;39;82;18845;2;93935;3508756;18084329,47;19,05777128;;;;;;;;1428881
2001;92;1428881;39;88;19846;2;101630;3783198;19948987,04;19,08615452;;;;;;;;1428881
2002;92;1428881;39;89;20762;2;106839;3972663;21758184,03;18,65168214;22;36;8564;37343;1333676;6080631;17,33510782;1428881
2003;92;1536100;39;89;20762;2;115221;3922412;22238879,45;16,62978707;24;38;8910;40834;1296994;5969756;15,75618688;1536100
2004;92;1536100;39;89;20557;2;112555;4317800;24637032,57;18,92046931;25;39;9046;38931;1461682;6890526;19,46622701;1536100
2005;92;1601569;38;89;20012;2;111436;4008729;22793577,98;17,9482778;24;39;8326;39223;1362476;6358016;18,68008896;1601569
2006;92;1601569;38;95;21193;2;125004;4623674;26990524,82;17,72807857;24;39;8326;41504;1489382;7075785;19,32458626;1601569
2007;92;1601569;38;95;21193;2;129015;4552620;26947798,25;16,83163141;23;38;7868;40731;1242343;5903098;16,54555257;1601569
2008;92;1601569;39;99;21981;2;132640;4849483;29125963,29;17,37594537;19;34;6697;40688;1229336;6037630;16,46283904;1601569
2009;92;1601569;39;100;22215;2;138668;5260933;31980958,11;18,1886539;19;34;6697;40052;1238471;6124724;17,02616757;1601569
2010;92;1601569;38;99;21915;2;139653;5302029;33342168,12;18,33697673;23;39;7980;44648;1394139;7032653;17,0207937;1601569
2011;92;1601569;39;100;22215;2;141882;5469623;34647071,21;18,73936309;22;38;7604;44344;1374979;7091043;17,49658366;1601569
2012;92;1601569;39;100;22215;2;140433;5286843;33974540,42;17,97877904;22;39;7626;45932;1296013;6789258;15,40974285;1601569
2013;92;1601569;40;98;22279;2;135291;5166245;33183377,74;17,88690225;22;35;7369;39504;1235561;6334452;15,99719768;1601569
2014;92;1601569;41;105;23126;2;141804;5411382;33659372,47;18,0624417;23;40;8303;45890;1406172;7091507;15,94339449;1601569
2015;92;1601569;42;113;24672;3;159570;5316557;34119357,68;16,36314107;22;38;7652;44370;1230658;6360039;14,90708524;1601569
2016;92;1601569;42;114;24896;3;165753;5492345;35565889,02;16,40361357;24;44;8787;51901;1492684;7760389;16,06132874;1601569
2017;92;1601569;41;113;24742;3;165945;5473304;36267709,19;16,17322408;24;44;8797;53884;1528773;8063574;15,8778988;1601569
2018;92;1601569;41;113;24742;3;166404;4988523;33411872;14,68815643;22;42;7969;52034;1377778;7329339;15,31985177;1601569
2019;92;1601569;41;113;24742;3;163884;5319677;36342718,5;15,94270169;25;47;9486;57189;1656092;9050876;15,84609171;1601569
2020;92;1601569;42;123;26259;4;86933;1657731;11015813,31;9,671142951;24;46;9339;28224;552902;3001922;10,70132213;1601569
1966;93;1249606;;64;41393;;;3154841;1393763,616;;;;;;;;;1249606
1967;93;1249606;;58;38379;;;2860280;1382142,427;;;;;;;;;1249606
1968;93;1249606;;53;35065;;;2731838;1424850,867;;;;;;;;;1249606
1969;93;1249606;;50;33391;;;2211420;1276941,476;;;;;;;;;1249606
1970;93;1249606;;46;31025;;;2108944;1336305,429;;;;;;;;;1249606
1971;93;1249606;;46;29371;;;1923276;1413572,688;;;;;;;;;1249606
1972;93;1322127;;56;30101;;;2026116;1714298,193;;;;;;;;;1322127
1973;93;1322127;;56;25835;;;2485253;2790946,815;;;;;;;;;1322127
1974;93;1322127;;57;24563;;;2744188;3533678,427;;;;;;;;;1322127
1975;93;1322127;;54;20940;;;2693363;3902707,037;;;;;;;;;1322127
1976;93;1322127;;50;18953;;;2520928;4099520,395;;;;;;;;;1322127
1977;93;1322127;;50;18176;;;2355257;4258930,387;;;;;;;;;1322127
1978;93;1322127;;49;16568;;;2416401;4833125,19;;;;;;;;;1322127
1979;93;1324301;;49;16401;;;2396064;5222734,722;;;;;;;;;1324301
1980;93;1324301;;46;15481;;;2417872;6351955,082;;;;;;;;;1324301
1981;93;1324301;;53;16488;;;2854107;8493105,341;;;;;;;;;1324301
1982;93;1324301;;54;16226;;;3113086;10265303,67;;;;;;;;;1324301
1983;93;1324301;;56;16632;;;3251288;11189567,46;;;;;;;;;1324301
1984;93;1324301;;56;16214;;;3172179;11400389,2;;;;;;;;;1324301
1985;93;1324301;;56;15819;;;2893207;11066677,24;;;;;;;;;1324301
1986;93;1324301;;65;17403;;;2622830;10529393,55;;;;;;;;;1324301
1987;93;1381197;;62;16250;;;2316436,076;9535978,331;;;;;;;;;1381197
1988;93;1381197;;61;15402;;;2225999,691;9425973,376;;;;;;;;;1381197
1989;93;1381197;;64;16135;;;2291355,638;10086846,34;;;;;;;;;1381197
1990;93;1381197;;61;15220;;;2412044,542;11045266,91;;;;;;;;;1381197
1991;93;1381197;;62;15520;;;2369984,798;11236015,21;;;;;;;;;1381197
1992;93;1381197;27;60;14295;1;64108;2265184;10827403,91;16,77288632;;;;;;;;1381197
1993;93;1381197;28;61;14490;1;62862;2669654;12990208,52;19,22161659;;;;;;;;1381197
1994;93;1381197;28;60;14441;1;72870;2592005;12642391,03;16,48223388;;;;;;;;1381197
1995;93;1382861;31;63;14657;1;72413;2655296;13312339,63;17,05468001;;;;;;;;1382861
1996;93;1382861;31;65;15118;1;74577;2606732;13209016,75;16,25930741;;;;;;;;1382861
1997;93;1382861;31;76;17027;2;102772;3254320;16553298,93;14,88171821;;;;;;;;1382861
1998;93;1382861;31;84;18347;3;96205;3593940;18682938,77;18,33721165;;;;;;;;1382861
1999;93;1382861;32;86;19191;3;118664;3447159;18103353,12;14,02059782;;;;;;;;1382861
2000;93;1382861;31;85;18487;3;117492;4370114;23005587,5;18,30846666;;;;;;;;1382861
2001;93;1382861;31;85;18494;3;114860;4842421;25495811,95;20,3863728;;;;;;;;1382861
2002;93;1382861;32;97;21168;4;127688;4796319;25580097,66;18,10884702;18;30;7323;25536;887403;3156009;15,35605101;1382861
2003;93;1491970;31;96;20978;4;131339;4792315;26227034,23;17,71398656;17;29;6804;25591;824328;2965860;14,78595886;1491970
2004;93;1491970;30;96;20742;4;141438;5308798;28970847,84;18,41870015;17;30;6219;28095;1027576;3728414;17,63969952;1491970
2005;93;1592663;30;96;20820;4;136353;4769004;26144326,68;17,33744289;19;33;7368;29246;991149;3594127;16,425794;1592663
2006;93;1592663;31;97;21070;4;140837;4828487;26582440,41;16,74739033;19;33;7368;29619;1054247;3845777;17,2817178;1592663
2007;93;1592663;30;96;20841;4;139425;4512659;25152129,7;15,8765384;18;32;7139;29392;930465;3403093;15,39253177;1592663
2008;93;1592663;32;99;21450;4;145609;4693103;26262140,77;15,81548076;17;31;6689;30325;885151;3265395;14,39301747;1592663
2009;93;1592663;30;96;20473;4;141454;4836650;27397069,85;16,99366526;17;32;6759;30321;922921;3466536;14,99777614;1592663
2010;93;1592663;30;94;20073;4;139710;4889908;28517840,35;17,52423299;19;36;7504;34877;1015365;3977499;14,64320769;1592663
2011;93;1592663;30;94;20073;4;135946;5113335;30240987,93;19,02028408;20;37;7954;35498;1033739;4111248;14,76470909;1592663
2012;93;1592663;30;89;18983;4;134833;4847053;28990740,08;18,036042;20;37;7954;36385;1018206;4060224;14,07074161;1592663
2013;93;1592663;30;98;20957;5;133832;4523381;27447257,46;16,8016642;19;34;7548;35008;939267;3720881;12,88770821;1592663
2014;93;1592663;30;111;23239;6;165287;5217705;32516982,4;15,79335064;19;34;7548;37240;1001878;3932387;13,14722194;1592663
2015;93;1592663;30;114;23854;6;189126;5407957;34318319,48;14,49593108;18;36;7713;38413;939809;3726648;11,80962781;1592663
2016;93;1592663;30;114;23867;6;192521;5816481;36827764,17;15,51359833;19;37;8176;42170;1149198;4597786;13,48017981;1592663
2017;93;1592663;30;114;23854;6;189701;5702389;36414644,81;15,28881243;19;37;8163;43523;1189017;4775676;13,66030983;1592663
2018;93;1592663;30;114;23854;6;191348;5122093;32513651,36;13,61050699;19;37;8163;43928;1171054;4731400;13,12694086;1592663
2019;93;1592663;31;115;23854;6;183870;5390774;35326239,25;14,83123392;20;37;7949;39958;1214127;4970862;14,89153741;1592663
2020;93;1592663;30;113;23701;6;86595;1644292;10304063,43;9,467410513;20;37;8334;21832;481408;1949570;10,41388333;1592663
1966;94;1121319;;57;40096;;;3095265;1484177,317;;;;;;;;;1121319
1967;94;1121319;;52;36625;;;2875467;1512156,894;;;;;;;;;1121319
1968;94;1121319;;52;36615;;;2702129;1509457,937;;;;;;;;;1121319
1969;94;1121319;;52;38745;;;2327373;1435969,736;;;;;;;;;1121319
1970;94;1121319;;51;35521;;;2386216;1658618,781;;;;;;;;;1121319
1971;94;1121319;;57;33089;;;2456742;2123478,063;;;;;;;;;1121319
1972;94;1215713;;56;30782;;;2982908;3091583,29;;;;;;;;;1215713
1973;94;1215713;;58;30763;;;2835261;3309451,229;;;;;;;;;1215713
1974;94;1215713;;61;29477;;;2672362;3480536,224;;;;;;;;;1215713
1975;94;1215713;;61;25785;;;2662364;3829577,549;;;;;;;;;1215713
1976;94;1215713;;62;24731;;;2571330;4305278,395;;;;;;;;;1215713
1977;94;1215713;;59;21524;;;2554051;4807823,074;;;;;;;;;1215713
1978;94;1215713;;57;18865;;;2689213;5497753,664;;;;;;;;;1215713
1979;94;1193655;;58;18378;;;2750614;6069344,027;;;;;;;;;1193655
1980;94;1193655;;59;19221;;;2786891;7518808,245;;;;;;;;;1193655
1981;94;1193655;;58;18123;;;3131788;9328954,947;;;;;;;;;1193655
1982;94;1193655;;63;18292;;;3252118;10644505,51;;;;;;;;;1193655
1983;94;1193655;;63;18302;;;3419783;11910126,12;;;;;;;;;1193655
1984;94;1193655;;62;18122;;;3317041;12133156,75;;;;;;;;;1193655
1985;94;1193655;;67;19037;;;3176699;12334862,04;;;;;;;;;1193655
1986;94;1193655;;65;18747;;;3032898;12332780,11;;;;;;;;;1193655
1987;94;1215538;;68;19170;;;2494067,087;10510056,33;;;;;;;;;1215538
1988;94;1215538;;67;18729;;;2375000,168;10053295,51;;;;;;;;;1215538
1989;94;1215538;;67;18412;;;2308738,531;10711978,98;;;;;;;;;1215538
1990;94;1215538;;60;16796;;;2301002,148;11023685,81;;;;;;;;;1215538
1991;94;1215538;;61;17214;;;2125017,728;10553301,32;;;;;;;;;1215538
1992;94;1215538;33;62;17630;1;63387;2019524;10082699,54;13,71458638;;;;;;;;1215538
1993;94;1215538;34;65;18382;1;65848;2511444;12761147,97;15,90732691;;;;;;;;1215538
1994;94;1215538;34;66;18470;1;67228;2663766;14371355,64;16,56034538;;;;;;;;1215538
1995;94;1227250;34;66;18470;1;69810;2913463;16227927,69;17,71373164;;;;;;;;1227250
1996;94;1227250;35;67;19079;1;75276;2914994;16161736,14;16,58158372;;;;;;;;1227250
1997;94;1227250;34;69;19337;1;76691;3138598;17404137,95;17,51620834;;;;;;;;1227250
1998;94;1227250;33;68;18485;1;81393;3475410;19792487,21;18,97807867;;;;;;;;1227250
